Data;1473;1488;1501;1514;1527;1553;1566;7494;21928;25399;28033
2011-01-01;84.53;89.83;93.57;77.73;67.75;146.57;93.55;254.62;113.07;164.47;95.65
2011-02-01;85.2;89.64;94.19;78.61;68.56;141.11;94.19;254.07;112.04;164.25;96.21
2011-03-01;85.63;89.91;94.35;78.25;69.41;137.5;94.36;253.51;110.88;163.85;96.6
2011-04-01;85.61;89.48;94.28;77.18;69.67;135.26;94.3;253.08;109.97;163.75;96.86
2011-05-01;85.97;89.46;94.48;76.41;69.99;131.87;94.5;252.97;109.05;163.42;97.07
2011-06-01;86.15;89.29;94.42;76.26;70.46;129.96;94.44;253.96;108.64;163.64;97.32
2011-07-01;88.78;90.09;96.67;82.79;73.54;130.9;96.73;255.75;108.31;163.82;97.79
2011-08-01;89.03;89.78;97.12;82.76;72.91;131.15;97.18;257.49;107.5;163.69;98.35
2011-09-01;89.71;89.98;98.11;82.88;73.18;129.52;98.18;259.23;106.8;163.6;98.73
2011-10-01;90.58;91.07;98.63;83.14;74.52;127.94;98.73;259.39;106.14;163.6;99.03
2011-11-01;90.92;91.84;98.68;83.11;75.22;123.07;98.79;259.89;104.73;163.43;99.18
2011-12-01;91.82;92.54;99.58;82.51;75.99;120.43;99.68;260.77;103.34;163.82;99.53
2012-01-01;92.88;93.49;100.78;82.67;76.87;121.27;100.82;262.57;102.56;164.23;99.76
2012-02-01;93.38;94.42;100.94;83.13;77.38;122.11;100.96;265.9;102.18;164.56;99.72
2012-03-01;94.22;95.58;101.6;83.98;77.98;124.42;101.6;269.99;101.91;164.92;99.79
2012-04-01;95.05;97.2;102.22;84.76;78.45;123.06;102.21;274.25;101.27;164.77;99.79
2012-05-01;96.07;98.81;102.97;86.12;79.3;124.26;102.95;277.73;101.68;165.54;99.88
2012-06-01;96.99;99.99;103.62;87.93;80.15;124.41;103.59;280.35;100.68;165.09;99.89
2012-07-01;98.19;100.89;104.25;89.58;81.37;123.17;104.17;281.64;100.03;165.04;99.63
2012-08-01;98.82;101.36;104.57;90.23;82.54;122.48;104.48;285.33;99.56;165.19;99.5
2012-09-01;98.79;100.98;104.25;90.63;82.79;121.42;104.17;289.18;99.04;165.56;99.75
2012-10-01;98.99;100.72;104.36;90.97;83.02;120.21;104.25;295.18;98.23;165.27;99.98
2012-11-01;99.27;101.38;103.68;92.12;84.32;122.15;103.56;300.75;98.38;165.33;100.58
2012-12-01;99.52;102.04;103.58;92.18;85.14;119.4;103.47;305.31;98.08;164.75;101.03
2013-01-01;99.28;102.46;102.81;92.3;85.54;115.95;102.72;308.47;97.62;164.24;101.22
2013-02-01;99.59;102.44;102.85;92.92;86.67;115.22;102.78;310.13;96.97;163.83;102.01
2013-03-01;99.9;102.18;103.1;93.98;87.15;112.53;103.05;311.08;96.49;163.62;102.19
2013-04-01;99.68;101.5;102.52;94.72;87.73;112.42;102.46;311.15;96.3;163.76;102.43
2013-05-01;99.7;101.17;102.19;95.38;88.55;111.7;102.13;312.81;95.61;163.38;102.52
2013-06-01;100.08;101.27;102.32;96.76;89.78;111.07;102.24;314.99;96.01;164.0;102.57
2013-07-01;99.67;100.59;101.87;96.92;90.33;108.97;101.79;317.53;95.8;163.88;102.36
2013-08-01;100.07;101.19;101.89;97.5;91.86;106.85;101.81;318.51;95.62;164.05;102.53
2013-09-01;100.28;101.85;101.56;98.23;93.02;105.78;101.46;319.76;94.9;163.62;102.57
2013-10-01;99.93;101.87;100.92;98.55;93.48;103.49;100.81;320.72;94.62;163.89;102.45
2013-11-01;100.38;102.35;101.68;98.72;93.98;103.25;101.57;322.58;94.44;164.19;102.18
2013-12-01;100.54;102.12;101.75;99.45;94.69;103.95;101.63;324.82;94.52;164.39;101.67
2014-01-01;100.33;101.32;101.46;99.71;94.99;102.03;101.37;327.35;94.75;164.82;100.91
2014-02-01;100.17;101.06;101.29;100.08;95.02;101.91;101.19;329.01;95.64;165.52;100.03
2014-03-01;99.78;100.71;100.58;100.18;95.63;100.81;100.47;330.6;96.73;166.4;99.81
2014-04-01;100.03;100.99;100.76;100.21;96.67;100.97;100.66;332.84;98.07;167.28;99.7
2014-05-01;100.01;100.59;100.71;100.23;97.77;100.32;100.63;334.12;98.99;167.94;99.81
2014-06-01;99.9;100.08;100.21;100.03;98.87;99.72;100.15;334.95;99.91;168.63;100.03
2014-07-01;100.03;99.99;99.99;100.0;99.99;100.0;99.98;335.93;100.95;169.5;100.15
2014-08-01;99.91;99.01;100.03;100.14;100.15;100.12;100.05;337.69;102.32;169.78;99.76
2014-09-01;99.63;97.83;100.15;99.33;100.09;98.27;100.22;339.89;104.18;170.36;99.12
2014-10-01;99.46;97.01;99.76;99.05;100.86;97.75;99.87;341.55;105.8;170.47;98.82
2014-11-01;98.75;95.23;99.38;98.09;100.18;94.08;99.52;343.65;106.91;170.31;98.14
2014-12-01;98.06;93.86;98.86;97.17;99.57;90.59;99.0;346.58;108.04;169.71;97.63
2015-01-01;97.8;92.93;98.76;96.63;99.42;89.47;98.91;348.41;109.19;169.32;97.49
2015-02-01;97.3;92.21;98.5;95.5;98.75;86.64;98.67;351.52;109.51;168.51;96.96
2015-03-01;96.56;91.17;98.16;94.11;97.72;83.98;98.34;353.93;109.57;167.67;96.91
2015-04-01;95.6;89.71;97.68;92.86;96.37;81.2;97.87;356.69;109.54;166.55;96.44
2015-05-01;94.67;88.68;97.68;91.97;93.84;77.93;97.85;359.04;109.08;165.21;95.57
2015-06-01;93.47;87.53;96.88;90.62;92.09;74.88;97.07;363.0;107.32;162.77;94.73
2015-07-01;92.35;86.23;96.65;89.4;89.4;72.29;96.85;367.32;105.69;160.58;93.98
2015-08-01;91.33;84.72;95.92;90.99;87.27;68.96;96.13;374.83;103.24;158.81;93.14
2015-09-01;90.92;84.4;95.84;90.52;86.27;67.01;96.05;378.71;101.57;157.33;92.77
2015-10-01;90.17;83.08;95.87;89.1;84.36;64.42;96.1;383.25;99.52;155.88;91.94
2015-11-01;89.36;82.0;95.52;87.9;83.22;63.38;95.75;386.4;97.57;154.34;91.41
2015-12-01;88.18;80.89;94.88;85.84;81.29;61.4;95.13;388.99;95.58;153.26;90.94
2016-01-01;87.41;79.99;94.68;85.53;79.36;60.72;94.93;394.05;93.26;151.77;90.39
2016-02-01;86.4;78.56;94.35;84.45;77.18;59.52;94.61;399.74;91.37;150.65;89.97
