Data;14009;14036;14063;15868;15900;15932
2011-01-01;13329;14847;28176;3.64;2.05;2.72
2011-02-01;13495;15247;28742;3.22;1.81;2.39
2011-03-01;13658;15891;29548;3.31;1.77;2.4
2011-04-01;13888;16002;29890;3.47;1.99;2.6
2011-05-01;14135;16026;30161;3.56;2.12;2.72
2011-06-01;14412;14776;29188;3.55;2.22;2.8
2011-07-01;14654;14968;29622;3.56;2.31;2.87
2011-08-01;14889;15199;30088;3.63;2.21;2.84
2011-09-01;15109;15863;30973;3.67;2.36;2.93
2011-10-01;15273;16189;31463;3.83;2.33;2.98
2011-11-01;15490;16732;32223;4.31;2.46;3.25
2011-12-01;15803;16908;32711;4.31;2.3;3.17
2012-01-01;16008;18845;34853;4.22;2.2;3.08
2012-02-01;16164;19005;35169;4.62;2.29;3.32
2012-03-01;16366;19190;35556;4.55;2.26;3.28
2012-04-01;16568;19124;35692;4.52;2.21;3.28
2012-05-01;16889;18968;35857;4.6;2.22;3.34
2012-06-01;17124;19197;36321;4.41;2.2;3.24
2012-07-01;17335;19121;36456;4.31;2.13;3.17
2012-08-01;17642;19005;36647;4.6;2.1;3.3
2012-09-01;17679;19409;37087;4.14;2.02;3.03
2012-10-01;17926;19528;37454;4.01;1.97;2.95
2012-11-01;18609;19701;38310;4.25;1.79;2.98
2012-12-01;18956;20189;39145;4.2;1.74;2.93
2013-01-01;19179;19475;38653;4.09;1.97;3.02
2013-02-01;19274;19885;39159;4.07;1.91;2.97
2013-03-01;19541;20344;39885;4.1;1.94;2.99
2013-04-01;19885;20871;40756;3.99;1.91;2.93
2013-05-01;20259;21222;41480;3.87;2.07;2.95
2013-06-01;20619;21126;41744;3.74;1.98;2.85
2013-07-01;20902;20802;41703;3.64;1.97;2.81
2013-08-01;21197;21307;42505;3.56;2.19;2.87
2013-09-01;21492;21559;43051;3.58;2.04;2.81
2013-10-01;21770;21740;43509;3.55;2.05;2.8
2013-11-01;22052;22049;44101;3.46;2.05;2.76
2013-12-01;22427;22386;44813;3.44;2.02;2.73
2014-01-01;22640;22381;45021;3.44;2.05;2.75
2014-02-01;22820;22881;45702;3.42;2.31;2.86
2014-03-01;22960;23015;45975;3.49;2.36;2.92
2014-04-01;23270;23071;46341;3.49;2.3;2.9
2014-05-01;23611;23061;46672;3.52;2.45;2.99
2014-06-01;23931;23161;47092;3.39;2.32;2.87
2014-07-01;24108;23072;47180;3.5;2.53;3.02
2014-08-01;24400;23165;47565;3.53;2.72;3.14
