Data;1473;1488;1501;1514;1527;1553;1566;7494;21928;25399;28033
2011-01-01;86.8;98.7;92.9;71.3;76.5;126.8;92.9;250.26;111.4;164.04;94.2
2011-02-01;80.1;91.5;87.9;64.7;64.5;136.5;87.8;246.31;113.0;164.09;94.3
2011-03-01;86.8;90.8;100.8;69.5;63.2;153.9;100.6;258.32;113.2;165.8;95.4
2011-04-01;86.3;85.5;100.7;71.9;62.1;150.4;100.7;256.12;113.6;164.9;96.0
2011-05-01;84.8;88.5;89.5;104.6;72.6;172.9;89.5;260.59;116.4;164.5;95.6
2011-06-01;82.4;84.0;89.6;84.4;67.6;138.9;89.8;256.14;110.8;163.5;98.4
2011-07-01;89.2;88.5;97.9;83.9;73.4;108.4;98.0;250.76;105.9;162.9;99.6
2011-08-01;88.6;91.8;95.5;75.7;75.4;112.2;95.6;249.58;102.7;161.08;99.3
2011-09-01;85.5;86.0;93.7;68.6;71.7;117.3;93.8;249.6;102.7;162.92;98.9
2011-10-01;89.2;89.3;96.3;69.5;72.9;101.4;96.3;251.98;100.8;160.49;99.0
2011-11-01;88.0;87.6;93.8;74.8;75.2;110.9;93.8;263.91;104.5;165.83;99.8
2011-12-01;117.7;98.9;121.4;154.6;107.4;141.2;122.0;275.39;104.7;165.81;103.0
2012-01-01;89.8;94.9;98.3;70.9;68.9;129.8;98.3;271.16;101.7;162.5;100.9
2012-02-01;88.2;94.0;99.8;66.1;67.7;117.0;99.8;267.19;104.6;162.95;98.9
2012-03-01;97.3;103.8;107.1;72.7;79.3;134.9;107.2;260.23;105.3;165.88;98.9
2012-04-01;90.3;94.8;101.3;71.5;70.6;91.9;101.4;262.14;96.7;162.83;97.8
2012-05-01;95.6;96.9;100.3;97.4;81.8;141.2;100.1;271.16;99.7;169.1;99.8
2012-06-01;95.2;95.4;104.0;86.3;78.1;149.0;103.6;277.7;101.4;168.43;101.2
2012-07-01;95.1;99.6;99.8;89.5;79.6;118.5;99.6;290.8;101.4;166.95;99.1
2012-08-01;98.7;105.8;103.4;85.9;82.6;139.9;103.3;298.6;99.4;165.3;100.2
2012-09-01;95.5;105.4;101.2;77.9;77.3;101.0;101.1;300.71;95.0;161.2;98.9
2012-10-01;101.4;108.6;105.2;85.9;83.1;115.8;105.2;293.83;105.8;169.71;100.0
2012-11-01;99.1;101.8;101.6;96.5;85.4;112.7;101.5;295.31;92.4;160.39;100.0
2012-12-01;132.1;109.7;129.0;174.4;122.1;126.3;128.9;290.89;96.9;165.29;99.9
2013-01-01;97.4;100.5;102.1;78.7;82.9;121.6;102.1;315.38;96.1;164.3;99.3
2013-02-01;87.8;89.4;96.0;70.9;70.7;104.2;96.0;313.4;98.4;167.37;101.9
2013-03-01;99.7;100.8;108.4;76.7;82.0;120.4;108.2;332.24;95.6;162.33;101.7
2013-04-01;93.6;102.6;93.2;85.3;86.3;115.2;93.1;328.94;98.5;163.56;104.9
2013-05-01;98.6;104.9;99.1;98.1;91.6;108.2;99.1;325.87;96.1;162.23;105.2
2013-06-01;92.4;100.4;94.7;87.8;82.9;107.6;94.5;315.63;95.8;162.27;103.5
2013-07-01;98.8;99.4;100.3;96.9;93.1;109.7;100.4;310.73;93.7;162.07;108.6
2013-08-01;102.4;102.6;106.4;98.7;88.4;107.7;106.5;310.03;93.6;162.72;102.4
2013-09-01;92.8;97.3;94.2;86.8;84.3;99.7;94.0;301.55;92.7;162.91;101.7
2013-10-01;101.7;104.6;101.3;93.7;92.9;107.1;101.3;313.78;97.5;165.17;101.1
2013-11-01;103.7;103.0;103.1;113.1;100.1;105.1;102.8;321.41;97.2;167.75;100.6
2013-12-01;127.1;101.6;123.6;176.4;128.8;101.2;123.5;321.39;94.4;163.85;97.4
2014-01-01;102.2;107.7;102.4;85.6;101.2;96.1;102.3;327.13;94.0;166.35;101.3
2014-02-01;90.4;97.3;92.0;79.7;84.7;91.4;91.8;328.43;89.7;162.28;102.4
2014-03-01;95.4;101.1;100.7;80.5;87.4;92.9;100.4;343.7;92.2;165.5;100.3
2014-04-01;99.1;108.3;102.4;87.3;92.4;112.3;102.2;351.27;96.4;167.13;101.6
2014-05-01;100.5;102.2;99.9;106.9;100.1;116.6;99.9;352.76;97.0;164.73;99.1
2014-06-01;89.8;90.7;91.2;90.9;86.5;84.6;91.3;345.98;98.6;167.42;94.4
2014-07-01;96.9;96.3;98.3;101.4;93.4;108.2;98.3;330.71;104.4;170.46;98.1
2014-08-01;97.8;98.4;97.9;99.9;95.7;94.5;97.8;329.13;106.7;173.27;99.7
2014-09-01;95.8;100.7;96.3;87.1;96.8;101.6;96.3;328.33;108.7;173.43;100.4
2014-10-01;101.4;99.8;100.7;94.0;106.1;99.3;101.0;329.19;108.6;173.16;102.4
2014-11-01;102.4;96.9;97.1;110.7;113.3;98.0;97.0;331.34;108.2;175.97;103.2
2014-12-01;128.6;100.5;121.0;176.0;142.3;104.5;121.5;333.15;106.9;174.3;98.9
2015-01-01;100.8;95.9;102.9;87.3;103.1;97.6;103.1;348.3;110.5;169.74;96.6
2015-02-01;87.1;83.2;93.4;70.0;84.0;69.2;93.8;354.85;112.0;169.22;94.8
2015-03-01;93.3;91.2;96.0;77.1;96.6;86.6;96.2;363.62;111.6;166.76;96.6
2015-04-01;90.6;87.0;97.9;75.8;84.3;68.3;98.1;376.46;109.7;165.22;93.5
2015-05-01;92.2;85.7;93.6;95.8;92.8;74.7;93.6;387.92;110.6;157.57;93.0
2015-06-01;86.7;79.5;90.0;84.5;84.7;71.2;90.2;367.94;112.4;162.8;92.7
2015-07-01;90.9;87.7;95.2;87.8;85.3;74.2;95.4;368.01;108.2;160.67;91.7
2015-08-01;88.9;85.9;93.8;83.2;83.3;62.6;93.9;358.0;107.4;163.18;99.1
2015-09-01;84.3;83.2;90.5;72.1;80.7;68.2;90.6;361.54;108.4;160.07;94.8
2015-10-01;90.2;87.4;100.7;83.4;75.7;60.1;100.8;357.3;103.0;157.03;92.0
2015-11-01;88.0;83.1;87.5;94.5;92.3;61.4;87.6;378.91;87.2;146.72;93.1
2015-12-01;115.2;85.0;118.3;161.3;110.0;73.4;118.9;384.99;87.3;147.99;89.9
2016-01-01;88.5;77.7;94.1;106.4;77.6;57.6;94.4;438.42;81.1;148.47;86.5
2016-02-01;82.2;79.4;92.5;64.4;71.9;45.8;92.9;401.38;91.9;151.5;90.3
2016-03-01;84.3;75.4;96.4;60.0;73.7;55.6;96.8;418.18;87.1;149.33;86.7
2016-04-01;80.9;74.0;93.6;61.4;70.7;55.8;93.9;414.26;86.2;146.7;87.1
2016-05-01;78.1;72.4;86.0;71.1;69.6;50.9;86.1;418.96;86.8;144.65;87.4
2016-06-01;77.4;68.7;87.6;80.8;61.5;63.0;87.9;428.69;84.5;144.93;86.1
2016-07-01;78.8;70.5;91.2;74.8;59.2;59.8;91.5;436.24;85.6;147.26;86.6
