Data;1469;14003;14030;14057;15862;15894;15926;28029
2011-01-01;78.12;6712.5;4504.17;11216.67;4.72;2.5;3.64;89.13
2011-02-01;78.46;6785.14;4528.57;11313.71;4.73;2.64;3.71;89.37
2011-03-01;78.82;6855.12;4564.88;11420.0;4.75;2.48;3.65;89.66
2011-04-01;78.64;6935.22;4622.89;11558.11;4.77;2.36;3.6;89.8
2011-05-01;78.82;7011.4;4666.3;11677.7;4.82;2.26;3.58;89.99
2011-06-01;79.24;7088.18;4713.18;11801.36;4.92;2.22;3.62;90.2
2011-07-01;82.47;7167.67;4752.5;11920.17;5.0;2.2;3.65;90.44
2011-08-01;82.82;7301.08;4767.25;12068.33;5.02;2.14;3.65;90.81
2011-09-01;83.57;7435.58;4792.58;12228.17;5.16;2.09;3.72;90.86
2011-10-01;84.3;7576.75;4829.42;12406.08;5.29;2.08;3.81;91.38
2011-11-01;84.69;7717.92;4858.58;12576.42;5.38;2.18;3.94;91.48
2011-12-01;85.17;7866.17;4914.5;12780.58;5.48;2.27;4.05;91.59
2012-01-01;85.86;8013.33;4962.92;12976.25;5.59;2.43;4.21;91.97
2012-02-01;86.31;8155.92;5010.08;13166.0;5.7;2.45;4.3;92.1
2012-03-01;86.91;8303.83;5050.5;13354.25;5.79;2.65;4.46;92.01
2012-04-01;87.48;8438.25;5072.58;13510.75;5.88;2.84;4.62;92.14
2012-05-01;88.03;8575.58;5098.0;13673.5;5.94;3.02;4.77;92.21
2012-06-01;88.74;8712.83;5108.0;13820.83;5.95;3.12;4.84;92.44
2012-07-01;89.45;8849.17;5130.58;13979.75;5.96;3.19;4.91;92.78
2012-08-01;90.0;8993.08;5192.17;14185.25;6.0;3.22;4.97;92.89
2012-09-01;89.82;9133.33;5246.5;14379.75;5.99;3.25;4.98;93.53
2012-10-01;90.07;9272.83;5300.08;14572.92;6.0;3.33;5.03;93.83
2012-11-01;90.29;9414.67;5370.83;14785.58;6.01;3.29;5.02;94.34
2012-12-01;90.78;9557.17;5431.42;14988.67;6.02;3.25;5.01;95.07
2013-01-01;91.11;9697.75;5504.67;15202.5;6.02;3.2;5.0;95.37
2013-02-01;91.64;9839.92;5556.5;15396.5;5.99;3.14;4.96;95.95
2013-03-01;92.61;9978.17;5599.25;15577.67;5.97;3.06;4.92;96.87
2013-04-01;93.36;10123.58;5649.25;15773.17;5.95;3.01;4.9;97.47
2013-05-01;94.22;10267.33;5700.17;15967.75;5.94;2.96;4.87;98.22
2013-06-01;94.92;10412.17;5765.0;16177.33;5.92;2.95;4.86;98.4
2013-07-01;95.71;10559.83;5828.67;16388.58;5.88;2.95;4.84;98.29
2013-08-01;96.57;10704.67;5877.58;16582.33;5.84;2.96;4.82;98.89
2013-09-01;97.51;10852.08;5932.75;16784.83;5.8;2.98;4.8;98.78
2013-10-01;97.84;10989.58;5981.17;16970.75;5.75;2.98;4.77;98.93
2013-11-01;98.58;11128.5;6026.67;17155.08;5.7;2.96;4.73;99.33
2013-12-01;99.15;11265.17;6065.42;17330.42;5.66;2.99;4.72;99.34
2014-01-01;99.38;11401.75;6103.75;17505.33;5.62;3.04;4.72;99.11
