Data;28527;28528
2005-01-01;181555;181361
2005-02-01;196018;190934
2005-03-01;194754;190770
2005-04-01;202587;206936
2005-05-01;214291;201861
2005-06-01;190390;200677
2005-07-01;201997;197562
2005-08-01;191952;193848
2005-09-01;193712;194617
2005-10-01;181249;182214
2005-11-01;199285;204171
2005-12-01;202065;203410
2006-01-01;202664;203171
2006-02-01;212285;210942
2006-03-01;194490;192777
2006-04-01;200639;196583
2006-05-01;203541;197778
2006-06-01;202665;185879
2006-07-01;200473;208128
2006-08-01;199741;201438
2006-09-01;188098;203618
2006-10-01;199871;203767
2006-11-01;202039;208059
2006-12-01;211537;227885
2007-01-01;213606;202890
2007-02-01;216889;220155
2007-03-01;217058;224636
2007-04-01;222113;214200
2007-05-01;223856;237609
2007-06-01;232421;233812
2007-07-01;245212;251904
2007-08-01;237557;246720
2007-09-01;253800;245119
2007-10-01;262483;257611
2007-11-01;256057;248807
2007-12-01;255183;249064
2008-01-01;269658;265466
2008-02-01;265429;251332
2008-03-01;257339;257721
2008-04-01;285876;277740
2008-05-01;279432;260296
2008-06-01;276898;280081
2008-07-01;285546;279526
2008-08-01;282825;262771
2008-09-01;276209;263836
2008-10-01;246935;226660
2008-11-01;180065;183093
2008-12-01;119601;174314
2009-01-01;214712;218307
2009-02-01;230211;234043
2009-03-01;247254;257873
2009-04-01;247236;226078
2009-05-01;255964;256195
2009-06-01;270821;290175
2009-07-01;251059;245113
2009-08-01;263619;254146
2009-09-01;265683;289745
2009-10-01;276548;260067
2009-11-01;274772;237043
2009-12-01;271384;248317
2010-01-01;280287;257604
2010-02-01;277797;268209
2010-03-01;279082;326305
2010-04-01;273806;257504
2010-05-01;288921;258070
2010-06-01;275253;256392
2010-07-01;274077;273465
2010-08-01;277649;285770
2010-09-01;279258;295476
2010-10-01;284767;293281
2010-11-01;289214;300384
2010-12-01;303018;291324
2011-01-01;290413;259589
2011-02-01;298902;293208
2011-03-01;295217;292425
2011-04-01;285993;277365
2011-05-01;289613;280077
2011-06-01;288749;275718
2011-07-01;307161;282208
2011-08-01;287185;277700
2011-09-01;259272;278517
2011-10-01;262907;262857
2011-11-01;263996;283103
2011-12-01;299287;264432
2012-01-01;251280;260681
2012-02-01;250518;265186
2012-03-01;268094;269769
2012-04-01;273022;248746
2012-05-01;262137;242058
2012-06-01;278184;326108
2012-07-01;293891;312577
2012-08-01;292822;362327
2012-09-01;304835;278946
2012-10-01;297718;307503
2012-11-01;300224;282284
2012-12-01;325443;305884
2013-01-01;336729;309070
2013-02-01;284673;275059
2013-03-01;308470;290063
2013-04-01;325662;307423
2013-05-01;326876;300047
2013-06-01;333391;328087
2013-07-01;300360;310909
2013-08-01;303303;314384
2013-09-01;335940;302991
2013-10-01;289192;296569
2013-11-01;286029;281200
2013-12-01;277351;297996
2014-01-01;277345;290985
2014-02-01;281729;275844
2014-03-01;283253;254387
2014-04-01;274724;276299
2014-05-01;258709;269903
2014-06-01;227984;251348
2014-07-01;235832;257679
2014-08-01;245177;251812
2014-09-01;298861;260733
2014-10-01;263760;256044
2014-11-01;266927;265179
2014-12-01;248124;293240
2015-01-01;238864;248260
2015-02-01;239832;235357
2015-03-01;223429;232677
2015-04-01;219360;215071
2015-05-01;202248;223204
2015-06-01;190057;223444
2015-07-01;208717;203283
2015-08-01;201462;206279
2015-09-01;176820;201027
2015-10-01;186063;197298
2015-11-01;173927;195156
2015-12-01;169836;202027
2016-01-01;187173;194027
2016-02-01;160499;192814
2016-03-01;179305;187664
2016-04-01;164810;187798
2016-05-01;175635;184433
2016-06-01;177944;185677
2016-07-01;186780;204811
2016-08-01;159940;179442
2016-09-01;170032;178069
2016-10-01;165944;184909
2016-11-01;212871;202035
2016-12-01;248518;206445
2017-01-01;216218;200965
2017-02-01;232620;228942
2017-03-01;203530;225586
2017-04-01;200461;219972
2017-05-01;226090;226982
2017-06-01;215344;233600
2017-07-01;219612;233945
2017-08-01;231651;238319
2017-09-01;241187;246296
2017-10-01;232075;243323
2017-11-01;249722;250234
2017-12-01;287881;238942
2018-01-01;259892;247483
2018-02-01;244902;241791
2018-03-01;244451;244256
2018-04-01;259629;265937
2018-05-01;185731;224048
2018-06-01;260793;230050
2018-07-01;234270;234869
2018-08-01;256090;255137
2018-09-01;229927;241810
2018-10-01;235737;253885
2018-11-01;240969;232272
2018-12-01;235500;229935
2019-01-01;233627;233044
2019-02-01;253263;235924
2019-03-01;254663;246192
2019-04-01;259679;230830
2019-05-01;244165;249655
2019-06-01;243239;248398
2019-07-01;250562;247087
2019-08-01;237230;240014
2019-09-01;251666;247405
2019-10-01;254912;239753
2019-11-01;230547;243392
2019-12-01;222496;245663
2020-01-01;229176;224172
2020-02-01;227153;247324
2020-03-01;168078;172831
2020-04-01;1787;58766
2020-05-01;40057;63887
2020-06-01;97198;122237
