Data;28555;28559;28560
2012-01-01;121.1;109.8;124.9
2012-02-01;120.4;111.0;125.8
2012-03-01;123.1;112.5;127.3
2012-04-01;120.4;111.2;126.3
2012-05-01;122.5;112.5;127.5
2012-06-01;124.8;110.9;126.0
2012-07-01;123.7;113.0;127.7
2012-08-01;127.5;112.1;127.2
2012-09-01;124.4;111.6;126.7
2012-10-01;126.3;111.3;126.5
2012-11-01;127.1;111.9;127.2
2012-12-01;130.4;112.4;127.6
2013-01-01;127.8;110.2;125.2
2013-02-01;122.4;111.7;126.6
2013-03-01;128.0;112.6;127.8
2013-04-01;132.0;113.3;129.4
2013-05-01;128.6;114.5;130.2
2013-06-01;131.3;113.2;129.6
2013-07-01;129.3;113.9;130.1
2013-08-01;132.4;113.4;130.0
2013-09-01;130.1;114.5;131.8
2013-10-01;127.6;113.4;130.6
2013-11-01;128.2;115.0;131.8
2013-12-01;127.3;114.1;130.9
2014-01-01;129.4;115.5;132.8
2014-02-01;132.5;117.0;134.4
2014-03-01;124.1;116.3;133.1
2014-04-01;128.8;114.6;131.4
2014-05-01;128.6;114.3;130.8
2014-06-01;121.5;113.3;129.5
2014-07-01;123.3;114.9;130.4
2014-08-01;123.9;115.2;130.3
2014-09-01;126.0;115.3;129.6
2014-10-01;128.2;115.6;129.4
2014-11-01;126.0;116.1;129.0
2014-12-01;123.9;115.5;128.4
2015-01-01;121.9;116.7;129.8
2015-02-01;121.7;118.2;130.0
2015-03-01;123.1;116.5;127.3
2015-04-01;116.6;115.1;125.1
2015-05-01;116.9;113.6;122.8
2015-06-01;114.5;114.7;123.2
2015-07-01;114.6;113.9;121.2
2015-08-01;114.6;115.2;120.8
2015-09-01;114.7;114.1;119.2
2015-10-01;112.1;114.2;117.8
2015-11-01;107.7;116.8;118.7
2015-12-01;106.8;117.9;118.9
2016-01-01;108.1;115.5;116.3
2016-02-01;107.4;114.5;114.4
2016-03-01;106.5;114.4;113.7
2016-04-01;107.3;115.3;114.2
2016-05-01;101.5;114.6;113.1
2016-06-01;104.0;113.7;112.0
2016-07-01;101.2;112.6;110.9
2016-08-01;96.5;112.7;110.5
2016-09-01;95.9;116.3;114.1
2016-10-01;94.0;114.3;110.9
2016-11-01;97.3;114.5;110.2
2016-12-01;96.9;113.3;109.6
2017-01-01;97.7;113.4;109.2
2017-02-01;98.0;113.0;108.2
2017-03-01;102.5;115.0;109.7
2017-04-01;97.7;116.0;110.3
2017-05-01;101.9;116.4;111.1
2017-06-01;98.5;118.1;112.6
2017-07-01;102.4;115.6;111.0
2017-08-01;101.1;117.8;112.4
2017-09-01;101.6;115.0;110.4
2017-10-01;103.7;115.4;110.4
2017-11-01;103.6;114.7;109.7
2017-12-01;103.7;112.8;108.8
2018-01-01;102.4;113.0;109.2
2018-02-01;101.5;114.3;110.1
2018-03-01;103.1;115.4;110.4
2018-04-01;103.8;115.2;110.3
2018-05-01;85.0;113.2;108.6
2018-06-01;109.3;113.0;108.2
2018-07-01;104.6;112.4;108.0
2018-08-01;105.6;112.5;107.5
2018-09-01;103.8;112.0;107.4
2018-10-01;101.2;112.8;107.5
2018-11-01;102.5;111.6;106.4
2018-12-01;104.1;114.8;110.5
2019-01-01;101.6;111.5;107.9
2019-02-01;101.9;110.9;106.7
2019-03-01;99.1;111.5;106.9
2019-04-01;101.5;112.6;108.0
2019-05-01;98.9;113.2;108.3
2019-06-01;99.4;112.4;107.1
2019-07-01;100.4;112.0;107.1
2019-08-01;101.0;111.6;106.2
2019-09-01;101.7;111.5;106.3
2019-10-01;103.3;111.5;105.6
2019-11-01;102.7;111.5;105.6
2019-12-01;101.1;109.8;105.2
2020-01-01;103.2;109.6;105.1
2020-02-01;103.6;109.3;104.4
2020-03-01;99.3;115.8;109.9
2020-04-01;76.0;107.7;99.9
2020-05-01;84.7;100.7;91.8
