Data;1461;14004;14031;14058;15863;15895;15927;24004
2011-01-01;69.03;2338.5;766.17;3104.67;6.92;3.6;5.94;85.53
2011-02-01;70.06;2350.71;771.71;3122.43;6.85;3.67;5.91;86.53
2011-03-01;71.01;2362.75;777.0;3139.75;6.84;3.75;5.92;87.68
2011-04-01;71.29;2375.67;783.67;3159.33;6.85;3.82;5.96;88.2
2011-05-01;71.84;2389.9;790.3;3180.1;6.89;3.89;6.01;88.87
2011-06-01;72.28;2402.82;797.55;3200.27;7.03;3.98;6.13;89.85
2011-07-01;75.39;2415.0;812.33;3227.25;7.16;4.03;6.22;91.35
2011-08-01;76.22;2448.25;832.08;3280.17;7.09;4.1;6.19;92.28
2011-09-01;77.08;2482.67;853.17;3335.67;7.12;4.2;6.24;93.75
2011-10-01;78.24;2514.83;873.0;3387.67;7.15;4.29;6.29;95.03
2011-11-01;79.03;2542.67;892.92;3435.5;7.29;4.34;6.42;96.2
2011-12-01;80.25;2569.67;918.08;3487.58;7.4;4.33;6.5;97.55
2012-01-01;81.27;2595.17;943.42;3538.42;7.52;4.3;6.57;98.59
2012-02-01;82.42;2618.42;968.0;3586.25;7.61;4.26;6.63;99.82
2012-03-01;84.07;2641.58;993.92;3635.33;7.67;4.22;6.66;101.04
2012-04-01;85.6;2662.17;1016.75;3678.75;7.68;4.16;6.65;101.98
2012-05-01;86.77;2681.5;1039.83;3721.25;7.66;4.09;6.62;102.93
2012-06-01;87.95;2695.83;1062.83;3758.67;7.53;4.01;6.51;103.65
2012-07-01;89.02;2714.83;1113.75;3828.5;7.37;3.86;6.34;104.53
2012-08-01;89.25;2721.75;1165.0;3886.67;7.32;3.7;6.23;105.47
2012-09-01;89.43;2727.5;1215.58;3943.08;7.21;3.54;6.09;105.41
2012-10-01;89.73;2734.42;1267.58;4002.0;7.1;3.43;5.95;105.5
2012-11-01;90.26;2746.5;1319.58;4066.08;6.93;3.37;5.79;105.48
2012-12-01;90.39;2759.42;1366.25;4125.75;6.79;3.32;5.66;105.36
2013-01-01;90.73;2774.25;1410.5;4184.83;6.64;3.27;5.52;105.46
2013-02-01;91.35;2789.17;1454.5;4243.75;6.48;3.21;5.37;105.54
2013-03-01;91.25;2804.17;1498.83;4303.08;6.34;3.12;5.22;104.98
2013-04-01;91.13;2821.5;1568.5;4390.0;6.2;3.02;5.07;104.68
2013-05-01;91.29;2839.08;1660.25;4499.33;6.06;2.88;4.89;104.95
2013-06-01;91.63;2862.75;1754.08;4616.83;5.93;2.72;4.71;104.79
2013-07-01;91.73;2882.67;1811.33;4694.0;5.82;2.68;4.61;103.98
2013-08-01;91.93;2904.33;1865.92;4770.17;5.71;2.62;4.51;104.19
2013-09-01;92.51;2927.75;1948.75;4876.33;5.62;2.54;4.39;104.68
2013-10-01;93.18;2952.92;2029.92;4982.67;5.53;2.46;4.29;104.78
2013-11-01;94.1;2979.17;2111.08;5090.0;5.46;2.38;4.19;104.9
2013-12-01;94.85;3008.67;2193.25;5201.67;5.36;2.32;4.09;104.28
2014-01-01;95.17;3039.42;2279.83;5319.08;5.29;2.26;4.0;103.49
2014-02-01;95.77;3072.83;2364.5;5437.08;5.23;2.22;3.93;102.97
2014-03-01;96.28;3110.75;2447.92;5558.42;5.17;2.2;3.87;102.37
2014-04-01;96.98;3150.33;2508.67;5658.83;5.11;2.19;3.82;102.02
2014-05-01;98.06;3195.08;2548.42;5743.33;5.04;2.22;3.79;101.14
2014-06-01;99.43;3243.25;2586.67;5829.67;4.97;2.24;3.76;100.42
2014-07-01;100.01;3293.92;2652.25;5946.0;4.88;2.22;3.69;100.0
2014-08-01;101.3;3343.58;2717.0;6060.58;4.81;2.23;3.65;99.12
2014-09-01;101.37;3393.42;2751.33;6144.67;4.83;2.26;3.68;98.45
2014-10-01;101.32;3443.58;2790.08;6233.58;4.82;2.28;3.68;97.92
2014-11-01;100.62;3492.67;2827.17;6319.83;4.82;2.3;3.7;96.78
2014-12-01;100.05;3540.42;2861.0;6401.42;4.84;2.33;3.72;96.68
2015-01-01;99.23;3585.58;2889.92;6475.42;4.84;2.35;3.73;96.02
2015-02-01;97.72;3629.92;2931.92;6561.75;4.86;2.37;3.75;94.39
2015-03-01;96.22;3670.92;2971.25;6642.08;4.89;2.43;3.79;93.25
2015-04-01;94.66;3713.17;3019.17;6732.25;4.93;2.5;3.84;92.18
2015-05-01;92.82;3750.42;3064.5;6814.92;4.99;2.58;3.91;90.86
2015-06-01;90.25;3783.0;3106.5;6889.5;5.03;2.66;3.96;89.67
2015-07-01;87.77;3811.67;3120.83;6932.5;5.11;2.76;4.06;88.22
2015-08-01;85.71;3839.42;3133.75;6973.08;5.2;2.85;4.14;86.67
2015-09-01;84.47;3864.67;3144.92;7009.5;5.21;2.93;4.19;85.26
2015-10-01;82.78;3888.58;3154.25;7042.67;5.23;2.99;4.23;84.04
2015-11-01;81.39;3911.25;3163.08;7074.17;5.24;3.06;4.27;83.15
2015-12-01;79.78;3929.33;3170.83;7100.0;5.27;3.11;4.31;81.79
2016-01-01;78.42;3947.5;3179.33;7126.67;5.26;3.14;4.32;80.69
2016-02-01;77.06;3963.58;3177.33;7140.83;5.24;3.18;4.32;79.86
2016-03-01;75.7;3977.83;3175.67;7153.42;5.18;3.18;4.29;78.99
2016-04-01;74.63;3984.75;3162.58;7147.25;5.13;3.17;4.26;77.94
2016-05-01;73.46;3988.42;3154.17;7142.42;5.1;3.14;4.23;76.83
2016-06-01;72.76;3988.67;3145.0;7133.5;5.09;3.11;4.22;75.97
2016-07-01;71.84;3988.75;3141.5;7130.08;5.05;3.08;4.18;75.02
2016-08-01;71.85;3988.5;3147.0;7135.33;5.01;3.03;4.14;73.76
2016-09-01;71.92;3988.58;3154.08;7142.5;4.94;3.02;4.09;72.52
2016-10-01;72.1;3987.5;3156.67;7144.08;4.91;3.0;4.07;71.18
2016-11-01;72.32;3985.83;3158.75;7144.5;4.89;3.1;4.1;70.11
2016-12-01;72.38;3986.58;3159.33;7145.83;4.84;3.07;4.06;68.87
