Data;21859;21862;21863;21866;21867
2005-01-01;81.0;81.5;62.9;64.2;83.2
2005-02-01;76.4;77.0;60.0;67.9;75.2
2005-03-01;88.0;88.8;74.8;82.5;85.4
2005-04-01;87.0;87.5;70.5;79.0;86.0
2005-05-01;91.1;91.5;75.7;80.4;89.2
2005-06-01;91.4;91.9;78.4;81.5;89.4
2005-07-01;90.5;90.9;70.7;77.5;90.1
2005-08-01;95.6;96.3;78.2;85.4;97.8
2005-09-01;92.0;92.6;77.6;76.5;94.5
2005-10-01;93.7;94.2;75.4;79.3;97.5
2005-11-01;92.4;93.1;77.6;85.6;98.5
2005-12-01;86.6;86.9;71.7;78.3;93.6
2006-01-01;83.7;83.6;65.7;77.6;83.5
2006-02-01;80.2;80.5;65.7;77.3;80.7
2006-03-01;92.4;92.8;80.5;88.9;92.1
2006-04-01;85.7;85.8;69.3;79.8;84.2
2006-05-01;95.4;95.7;79.9;92.2;92.9
2006-06-01;91.1;91.5;75.8;83.8;90.0
2006-07-01;93.8;94.0;77.0;80.5;92.9
2006-08-01;98.6;99.1;84.0;92.3;99.1
2006-09-01;93.2;93.6;77.3;80.5;97.5
2006-10-01;97.5;97.9;82.1;90.7;103.2
2006-11-01;95.9;96.3;83.6;90.9;102.4
2006-12-01;87.0;86.8;76.9;72.8;92.9
2007-01-01;87.0;86.9;77.3;81.5;85.2
2007-02-01;82.6;82.7;74.8;75.9;81.4
2007-03-01;96.4;96.8;90.7;96.9;92.5
2007-04-01;90.6;90.8;81.2;87.2;87.0
2007-05-01;99.9;100.3;95.1;99.6;96.4
2007-06-01;96.9;97.2;88.5;91.1;95.1
2007-07-01;99.8;100.1;92.0;93.7;97.0
2007-08-01;104.9;105.5;101.9;103.5;104.4
2007-09-01;98.4;98.8;94.3;93.2;99.9
2007-10-01;107.8;108.7;104.6;110.5;110.0
2007-11-01;102.4;103.1;102.6;104.1;107.2
2007-12-01;92.6;92.3;90.6;79.6;95.1
2008-01-01;94.8;94.8;90.6;93.8;91.5
2008-02-01;91.1;91.2;94.1;90.8;83.2
2008-03-01;97.7;98.0;102.8;102.3;90.1
2008-04-01;99.2;99.7;106.2;106.0;92.9
2008-05-01;102.5;102.6;102.4;102.5;97.3
2008-06-01;103.3;103.6;110.0;104.3;96.3
2008-07-01;108.5;108.8;114.9;104.6;101.6
2008-08-01;106.9;107.1;114.5;109.3;101.9
2008-09-01;107.3;107.8;119.9;108.5;106.4
2008-10-01;108.4;108.9;124.8;107.1;111.3
2008-11-01;96.2;96.7;110.0;77.6;104.1
2008-12-01;79.1;79.2;80.1;48.5;91.2
2009-01-01;78.7;78.7;79.6;68.8;81.5
2009-02-01;76.1;76.3;73.4;72.9;78.7
2009-03-01;88.6;88.8;82.9;93.9;90.5
2009-04-01;85.2;85.5;77.1;87.5;87.1
2009-05-01;91.3;91.6;81.5;91.5;93.9
2009-06-01;92.2;92.4;84.3;93.7;91.4
2009-07-01;97.7;98.0;88.4;99.4;98.0
2009-08-01;99.6;100.0;88.8;104.7;101.0
2009-09-01;99.4;100.0;94.8;102.2;101.7
2009-10-01;105.6;106.4;104.1;113.5;109.5
2009-11-01;101.4;102.2;106.9;107.0;104.9
2009-12-01;94.1;94.2;99.1;88.6;96.2
2010-01-01;91.2;91.0;89.6;92.1;86.9
2010-02-01;89.0;89.1;91.2;92.4;86.7
2010-03-01;105.1;105.6;114.9;119.3;101.1
2010-04-01;99.3;99.6;104.6;105.9;94.2
2010-05-01;104.3;104.6;110.3;108.5;98.6
2010-06-01;102.5;102.8;106.5;99.3;97.4
2010-07-01;106.9;107.1;108.8;100.3;103.0
2010-08-01;108.1;108.4;114.0;111.5;105.7
2010-09-01;105.8;106.0;111.5;105.1;107.6
2010-10-01;107.7;108.2;111.7;111.3;110.5
2010-11-01;106.8;107.3;118.3;114.2;108.5
2010-12-01;96.6;96.2;105.3;94.3;97.1
2011-01-01;93.2;92.8;96.1;96.2;89.1
2011-02-01;95.4;95.7;109.1;107.6;91.3
2011-03-01;104.4;104.8;116.9;110.2;100.6
2011-04-01;97.5;97.6;104.3;97.4;93.2
2011-05-01;107.1;107.4;118.3;106.2;102.9
2011-06-01;102.8;102.9;114.5;97.9;96.4
2011-07-01;106.1;106.2;114.2;101.4;102.9
2011-08-01;110.8;111.2;126.2;112.9;108.7
2011-09-01;104.8;105.0;113.6;95.9;105.5
2011-10-01;106.3;106.5;113.6;100.7;108.3
2011-11-01;104.2;104.3;116.0;101.5;107.4
2011-12-01;95.7;95.1;108.3;88.9;96.2
2012-01-01;88.7;88.2;79.8;86.8;88.2
2012-02-01;89.8;89.4;98.4;82.0;89.2
