Data;14008;14035;14062;15867;15899;15931
2011-01-01;23832;15829;39661.0;4.04;1.6;2.97
2011-02-01;24014;16064;40078.0;3.63;1.43;2.66
2011-03-01;24337;16213;40550.0;3.67;1.79;2.85
2011-04-01;24661;16288;40949.0;3.75;1.81;2.91
2011-05-01;25080;16438;41519.0;3.86;1.76;2.96
2011-06-01;25564;16762;42325.0;3.88;1.78;2.97
2011-07-01;25967;17940;43907.0;3.95;1.75;2.97
2011-08-01;26355;18101;44456.0;3.88;1.97;3.04
2011-09-01;26800;18428;45228.0;3.97;2.15;3.16
2011-10-01;27334;18698;46032.0;4.13;2.2;3.28
2011-11-01;27669;19022;46691.0;4.52;2.22;3.5
2011-12-01;28216;18968;47183.0;4.71;2.35;3.68
2012-01-01;29200;16956;46156.0;4.35;2.73;3.73
2012-02-01;29300;17037;46337.0;4.57;2.84;3.91
2012-03-01;29579;17226;46804.0;4.48;2.74;3.82
2012-04-01;29841;18572;48413.0;4.53;2.53;3.76
2012-05-01;30342;19376;49718.0;4.57;2.58;3.8
2012-06-01;30780;19410;50190.0;4.49;2.5;3.72
2012-07-01;31214;19488;50702.0;4.43;2.24;3.59
2012-08-01;31850;19536;51386.0;4.33;2.26;3.54
2012-09-01;32040;19659;51699.0;4.22;2.2;3.45
2012-10-01;32599;19903;52502.0;4.13;2.17;3.39
2012-11-01;32855;20215;53070.0;4.08;2.14;3.34
2012-12-01;33491;20653;54144.0;4.03;2.17;3.32
2013-01-01;33831;22636;56467.0;3.96;1.96;3.16
2013-02-01;33920;22599;56519.0;3.92;1.91;3.12
2013-03-01;34302;22760;57062.0;3.9;1.92;3.11
2013-04-01;34868;23050;57918.0;3.77;2.03;3.08
2013-05-01;35567;24430;59997.0;3.69;1.98;2.99
2013-06-01;35993;27603;63596.0;3.53;1.7;2.73
2013-07-01;36586;27719;64305.0;3.42;1.78;2.71
2013-08-01;37097;29563;66660.0;3.34;1.64;2.59
2013-09-01;37511;29731;67242.0;3.31;1.7;2.6
2013-10-01;37928;30023;67951.0;3.29;1.47;2.49
2013-11-01;38391;30265;68656.0;3.21;1.46;2.44
2013-12-01;39016;33080;72096.0;3.1;1.41;2.33
2014-01-01;39419;33021;72440.0;3.1;1.52;2.38
2014-02-01;39571;32710;72281.0;3.07;1.54;2.38
2014-03-01;39565;34139;73705.0;3.04;1.46;2.31
