Data;1463;14011;14038;14065;15870;15902;15934;28023
2011-01-01;72.68;11703.33;6716.67;18420.0;5.94;3.22;4.72;86.3
2011-02-01;73.53;11822.71;6744.71;18567.43;5.98;3.18;4.73;86.39
2011-03-01;74.53;11935.75;6778.25;18714.0;6.01;3.15;4.74;87.16
2011-04-01;74.9;12060.33;6830.67;18891.0;6.07;3.13;4.77;87.52
2011-05-01;74.79;12177.9;6881.7;19059.5;6.16;3.11;4.81;87.42
2011-06-01;75.24;12292.55;6953.09;19245.55;6.3;3.11;4.89;87.81
2011-07-01;78.12;12409.17;7093.08;19502.17;6.43;3.08;4.93;88.33
2011-08-01;78.96;12625.17;7272.67;19897.67;6.48;3.05;4.96;88.68
2011-09-01;79.73;12836.83;7452.17;20288.83;6.61;3.05;5.04;89.44
2011-10-01;80.54;13055.25;7650.5;20705.58;6.73;3.04;5.11;89.98
2011-11-01;80.95;13271.67;7837.92;21109.42;6.81;3.01;5.16;90.58
2011-12-01;81.63;13491.75;8044.5;21536.08;6.87;2.96;5.2;91.1
2012-01-01;82.63;13704.5;8260.83;21965.17;6.95;2.96;5.26;91.65
2012-02-01;83.42;13904.25;8480.5;22384.58;7.0;2.94;5.29;92.29
2012-03-01;84.03;14106.17;8703.5;22809.5;7.03;2.93;5.32;92.4
2012-04-01;84.53;14283.92;8918.92;23202.67;7.03;2.9;5.33;92.67
2012-05-01;85.89;14462.67;9129.08;23591.58;6.99;2.86;5.3;93.53
2012-06-01;86.58;14650.58;9332.0;23982.42;6.88;2.82;5.24;93.82
2012-07-01;87.3;14836.0;9472.42;24308.25;6.78;2.81;5.2;94.38
2012-08-01;88.02;15023.08;9614.92;24637.92;6.74;2.79;5.18;94.88
2012-09-01;88.05;15211.83;9752.08;24963.75;6.67;2.75;5.13;95.1
2012-10-01;88.42;15403.92;9870.92;25274.75;6.59;2.72;5.08;95.72
2012-11-01;88.9;15603.25;10011.0;25614.17;6.52;2.72;5.04;96.39
2012-12-01;89.55;15808.5;10156.75;25965.08;6.44;2.72;4.98;96.91
2013-01-01;89.88;16018.08;10327.92;26345.83;6.33;2.71;4.92;97.26
2013-02-01;90.64;16237.83;10489.58;26727.25;6.23;2.72;4.85;97.59
2013-03-01;91.4;16459.08;10647.67;27106.58;6.12;2.71;4.78;97.76
2013-04-01;92.06;16694.83;10794.42;27489.08;6.02;2.72;4.73;97.89
2013-05-01;92.83;16931.83;10941.92;27873.67;5.93;2.72;4.67;97.92
2013-06-01;93.8;17162.08;11103.0;28265.0;5.83;2.73;4.61;98.03
2013-07-01;94.76;17399.83;11281.92;28681.67;5.71;2.71;4.53;97.78
2013-08-01;95.43;17637.83;11433.08;29070.75;5.6;2.7;4.46;97.93
2013-09-01;96.47;17878.75;11571.25;29449.83;5.49;2.69;4.39;98.46
2013-10-01;96.88;18106.42;11691.58;29797.83;5.38;2.69;4.33;98.83
2013-11-01;97.45;18337.08;11791.5;30128.42;5.29;2.69;4.27;98.94
2013-12-01;98.01;18568.67;11865.83;30434.42;5.21;2.69;4.22;98.98
2014-01-01;98.46;18799.75;11927.08;30726.75;5.14;2.68;4.18;98.91
2014-02-01;98.61;19026.83;11985.33;31012.08;5.08;2.67;4.14;99.08
2014-03-01;98.92;19257.25;12037.17;31294.42;5.03;2.69;4.13;99.41
2014-04-01;99.28;19482.33;12103.0;31585.33;4.96;2.71;4.09;99.93
2014-05-01;99.79;19717.42;12185.0;31902.5;4.89;2.73;4.06;100.05
2014-06-01;99.88;19956.67;12254.0;32210.75;4.82;2.75;4.03;100.25
2014-07-01;100.0;20202.5;12331.08;32533.67;4.76;2.77;4.0;100.07
2014-08-01;99.85;20449.75;12430.33;32880.25;4.7;2.77;3.97;99.72
2014-09-01;99.19;20693.92;12527.0;33221.17;4.68;2.79;3.96;98.78
2014-10-01;99.16;20954.17;12638.17;33592.5;4.62;2.8;3.94;97.78
2014-11-01;98.93;21204.5;12760.25;33964.92;4.58;2.81;3.92;96.77
2014-12-01;98.39;21443.83;12885.25;34329.33;4.55;2.83;3.9;95.95
2015-01-01;98.02;21671.25;12989.42;34660.92;4.5;2.87;3.89;95.21
2015-02-01;97.73;21898.92;13096.08;34995.25;4.46;2.89;3.88;94.13
2015-03-01;96.96;22121.33;13197.83;35319.33;4.44;2.93;3.87;93.07
2015-04-01;96.15;22346.08;13303.42;35649.58;4.44;2.97;3.89;91.97
2015-05-01;95.09;22547.75;13382.83;35930.58;4.46;3.03;3.93;90.93
2015-06-01;94.29;22749.67;13450.92;36200.58;4.51;3.09;3.98;89.89
2015-07-01;92.98;22932.83;13493.75;36426.67;4.56;3.16;4.04;88.86
2015-08-01;92.13;23110.83;13535.75;36646.75;4.6;3.23;4.1;87.95
2015-09-01;91.88;23283.58;13569.67;36853.33;4.64;3.33;4.16;87.2
2015-10-01;91.36;23446.83;13588.42;37035.42;4.68;3.45;4.23;86.35
2015-11-01;90.94;23598.5;13602.08;37200.75;4.74;3.59;4.32;85.56
2015-12-01;90.25;23745.42;13615.33;37360.83;4.78;3.7;4.39;84.65
2016-01-01;89.82;23893.42;13625.75;37519.25;4.81;3.79;4.44;83.94
2016-02-01;88.96;24041.0;13627.75;37668.83;4.81;3.92;4.49;83.2
2016-03-01;88.38;24179.08;13630.08;37809.33;4.81;4.02;4.52;82.58
2016-04-01;87.84;24306.5;13605.58;37912.42;4.81;4.13;4.56;81.72
2016-05-01;87.17;24428.83;13578.92;38008.17;4.81;4.26;4.61;80.87
2016-06-01;86.91;24546.17;13561.42;38108.0;4.78;4.37;4.63;80.08
2016-07-01;86.62;24662.67;13490.92;38153.92;4.72;4.5;4.64;79.51
2016-08-01;86.58;24772.67;13407.25;38180.17;4.68;4.63;4.66;78.72
