Data;1373;1374;1375;1376;1377;1378;1379;1380;1381;7384;7385;7386;7387;28527;28528;28529;28530
01/1981;-;-;-;-;-;87.939 ;73.363 ;14.576 ;-;-;;;;;;;
02/1981;-;-;-;-;-;65.251 ;48.973 ;16.278 ;-;-;;;;;;;
03/1981;-;-;-;-;-;64.065 ;40.523 ;23.542 ;-;-;;;;;;;
04/1981;-;-;-;-;-;69.042 ;48.580 ;20.462 ;-;-;;;;;;;
05/1981;-;-;-;-;-;62.966 ;41.750 ;21.216 ;-;-;;;;;;;
06/1981;-;-;-;-;-;61.271 ;45.874 ;15.397 ;-;-;;;;;;;
07/1981;-;-;-;-;-;60.824 ;42.017 ;18.807 ;-;-;;;;;;;
08/1981;-;-;-;-;-;63.871 ;44.446 ;19.425 ;-;-;;;;;;;
09/1981;-;-;-;-;-;64.828 ;47.095 ;17.733 ;-;-;;;;;;;
10/1981;-;-;-;-;-;63.211 ;48.790 ;14.421 ;-;-;;;;;;;
11/1981;-;-;-;-;-;61.129 ;47.231 ;13.898 ;-;-;;;;;;;
12/1981;-;-;-;-;-;68.939 ;52.008 ;16.931 ;-;-;;;;;;;
01/1982;-;-;-;-;-;62.413 ;48.208 ;14.205 ;-;-;;;;;;;
02/1982;-;-;-;-;-;65.785 ;48.093 ;17.692 ;-;-;;;;;;;
03/1982;-;-;-;-;-;74.433 ;57.707 ;16.726 ;-;-;;;;;;;
04/1982;-;-;-;-;-;67.611 ;52.270 ;15.341 ;-;-;;;;;;;
05/1982;-;-;-;-;-;64.058 ;50.905 ;13.153 ;-;-;;;;;;;
06/1982;-;-;-;-;-;69.819 ;56.510 ;13.309 ;-;-;;;;;;;
07/1982;-;-;-;-;-;72.763 ;56.526 ;16.237 ;-;-;;;;;;;
08/1982;-;-;-;-;-;75.621 ;60.109 ;15.512 ;-;-;;;;;;;
09/1982;-;-;-;-;-;70.051 ;56.991 ;13.060 ;-;-;;;;;;;
10/1982;-;-;-;-;-;78.656 ;67.424 ;11.232 ;-;-;;;;;;;
11/1982;-;-;-;-;-;74.537 ;63.322 ;11.215 ;-;-;;;;;;;
12/1982;-;-;-;-;-;90.689 ;74.329 ;16.360 ;-;-;;;;;;;
01/1983;-;-;-;-;-;72.742 ;60.261 ;12.481 ;-;-;;;;;;;
02/1983;-;-;-;-;-;65.329 ;58.452 ;6.877 ;-;-;;;;;;;
03/1983;-;-;-;-;-;81.590 ;67.684 ;13.906 ;-;-;;;;;;;
04/1983;-;-;-;-;-;78.892 ;67.019 ;11.873 ;-;-;;;;;;;
05/1983;-;-;-;-;-;85.888 ;69.025 ;16.863 ;-;-;;;;;;;
06/1983;-;-;-;-;-;66.684 ;53.240 ;13.444 ;-;-;;;;;;;
07/1983;-;-;-;-;-;66.154 ;49.987 ;16.167 ;-;-;;;;;;;
08/1983;-;-;-;-;-;84.887 ;65.913 ;18.974 ;-;-;;;;;;;
09/1983;-;-;-;-;-;73.208 ;63.032 ;10.176 ;-;-;;;;;;;
10/1983;-;-;-;-;-;74.774 ;59.997 ;14.777 ;-;-;;;;;;;
11/1983;-;-;-;-;-;65.234 ;53.437 ;11.797 ;-;-;;;;;;;
12/1983;-;-;-;-;-;84.318 ;61.724 ;22.594 ;-;-;;;;;;;
01/1984;-;-;-;-;-;57.828 ;45.839 ;11.989 ;-;-;;;;;;;
02/1984;-;-;-;-;-;67.390 ;58.050 ;9.340 ;-;-;;;;;;;
03/1984;-;-;-;-;-;68.634 ;53.260 ;15.374 ;-;-;;;;;;;
04/1984;-;-;-;-;-;70.502 ;55.368 ;15.134 ;-;-;;;;;;;
05/1984;-;-;-;-;-;76.975 ;59.338 ;17.637 ;-;-;;;;;;;
06/1984;-;-;-;-;-;80.528 ;59.002 ;21.526 ;-;-;;;;;;;
07/1984;-;-;-;-;-;65.614 ;50.032 ;15.582 ;-;-;;;;;;;
08/1984;-;-;-;-;-;81.293 ;60.028 ;21.265 ;-;-;;;;;;;
09/1984;-;-;-;-;-;73.075 ;57.554 ;15.521 ;-;-;;;;;;;
10/1984;-;-;-;-;-;80.491 ;61.558 ;18.933 ;-;-;;;;;;;
11/1984;-;-;-;-;-;82.227 ;65.560 ;16.667 ;-;-;;;;;;;
12/1984;-;-;-;-;-;70.576 ;53.122 ;17.454 ;-;-;;;;;;;
01/1985;-;-;-;-;-;73.235 ;60.709 ;12.526 ;-;-;;;;;;;
02/1985;-;-;-;-;-;73.062 ;59.042 ;14.020 ;-;-;;;;;;;
03/1985;-;-;-;-;-;87.529 ;68.784 ;18.745 ;-;-;;;;;;;
04/1985;-;-;-;-;-;35.585 ;25.023 ;10.562 ;-;-;;;;;;;
05/1985;-;-;-;-;-;53.564 ;37.284 ;16.280 ;-;-;;;;;;;
06/1985;-;-;-;-;-;65.961 ;51.299 ;14.662 ;-;-;;;;;;;
07/1985;-;-;-;-;-;96.884 ;74.391 ;22.493 ;-;-;;;;;;;
08/1985;-;-;-;-;-;94.521 ;76.670 ;17.851 ;-;-;;;;;;;
09/1985;-;-;-;-;-;100.791 ;76.969 ;23.822 ;-;-;;;;;;;
10/1985;-;-;-;-;-;109.925 ;91.720 ;18.205 ;-;-;;;;;;;
11/1985;-;-;-;-;-;98.473 ;81.911 ;16.562 ;-;-;;;;;;;
