Data;1468;1485;1498;1524;1550;1563;7490;12675;12676;14018;14045;14072;15877;15909;15941;25418;28028
2011-01-01;77.18;78.37;91.03;70.63;96.13;89.17;208.22;0.64;0.64;19682.33;30511.83;50194.5;4.79;1.25;2.36;140.99;94.02
2011-02-01;77.94;78.66;91.83;71.49;96.43;89.93;208.84;0.52;0.52;19863.71;30684.86;50548.71;4.82;1.28;2.39;141.35;94.26
2011-03-01;78.48;79.24;92.06;71.99;97.78;90.15;209.12;0.51;0.5;20025.25;30881.0;50906.38;4.86;1.3;2.42;141.62;94.5
2011-04-01;78.57;79.7;92.11;71.81;98.77;90.17;209.06;0.5;0.5;20218.33;31250.78;51469.22;4.9;1.31;2.44;142.01;94.52
2011-05-01;79.02;80.64;92.33;72.05;98.31;90.37;208.77;0.45;0.46;20410.2;31484.1;51894.4;4.96;1.33;2.47;142.38;94.55
2011-06-01;79.65;81.57;92.42;72.79;98.13;90.45;208.93;0.47;0.47;20596.45;31804.64;52401.27;5.08;1.34;2.51;142.66;94.71
2011-07-01;82.66;82.67;94.27;75.99;98.93;92.26;209.51;0.49;0.49;20784.25;32206.75;52991.25;5.18;1.34;2.54;142.92;95.08
2011-08-01;83.29;83.27;94.76;77.13;99.06;92.83;211.04;0.49;0.47;21104.33;32651.92;53756.5;5.22;1.36;2.59;143.51;95.25
2011-09-01;83.94;83.31;95.74;78.08;98.09;93.88;211.71;0.48;0.48;21414.17;33041.92;54456.25;5.38;1.39;2.68;144.08;95.62
2011-10-01;85.0;83.92;96.67;79.17;98.67;94.85;212.82;0.46;0.44;21739.67;33491.75;55231.58;5.52;1.41;2.75;144.57;96.17
2011-11-01;85.45;84.25;96.96;79.79;98.33;95.17;214.65;0.45;0.44;22066.17;33995.58;56061.92;5.62;1.43;2.82;145.1;96.63
2011-12-01;86.26;85.32;97.62;81.15;97.82;95.86;217.34;0.45;0.43;22402.17;34554.5;56956.83;5.72;1.43;2.89;145.7;97.36
2012-01-01;87.14;85.4;98.36;82.38;99.73;96.57;218.82;0.43;0.43;22740.42;35070.0;57810.58;5.8;1.44;2.95;146.24;97.72
2012-02-01;87.65;85.52;98.49;83.13;100.93;96.72;220.91;0.47;0.47;23055.33;35573.0;58628.5;5.87;1.43;3.0;146.64;97.96
2012-03-01;88.53;85.68;99.55;84.01;103.02;97.89;223.39;0.47;0.48;23389.0;36051.33;59440.42;5.92;1.44;3.04;147.1;98.28
2012-04-01;89.11;85.93;100.0;84.62;101.37;98.37;225.97;0.5;0.5;23680.67;36358.92;60039.67;5.96;1.44;3.09;147.26;98.7
2012-05-01;89.83;85.98;100.51;85.38;102.51;98.92;229.65;0.56;0.57;23969.67;36735.17;60704.92;5.98;1.43;3.12;147.59;99.15
2012-06-01;90.52;85.73;100.99;86.53;102.8;99.46;232.78;0.55;0.55;24270.42;37107.17;61377.58;5.92;1.43;3.13;147.99;99.51
2012-07-01;91.62;85.69;101.81;87.55;102.75;100.47;235.52;0.55;0.56;24567.42;37394.25;61961.58;5.86;1.43;3.14;148.42;99.56
2012-08-01;92.26;86.05;101.88;88.47;102.66;100.54;238.38;0.59;0.61;24882.58;37764.17;62646.67;5.83;1.42;3.15;148.96;99.5
2012-09-01;92.21;86.28;101.22;88.3;102.23;99.89;243.34;0.6;0.62;25186.33;38140.92;63327.17;5.76;1.42;3.13;149.3;99.88
2012-10-01;92.62;86.62;101.3;88.69;102.46;100.04;248.08;0.59;0.64;25492.42;38495.75;63988.08;5.7;1.42;3.12;149.7;100.01
2012-11-01;92.86;87.8;100.64;89.26;103.69;99.46;254.28;0.62;0.68;25805.75;38785.5;64591.17;5.65;1.41;3.11;150.08;100.22
2012-12-01;93.19;88.46;100.48;89.38;104.02;99.4;258.53;0.63;0.68;26135.5;39148.0;65283.33;5.6;1.41;3.08;150.43;100.02
2013-01-01;93.39;89.86;100.19;89.17;102.3;99.26;263.96;0.63;0.66;26459.5;39571.83;66031.17;5.55;1.41;3.07;150.57;100.14
2013-02-01;94.17;91.57;100.56;90.24;102.28;99.81;267.49;0.6;0.63;26794.0;40067.08;66861.0;5.5;1.4;3.05;150.87;100.22
2013-03-01;94.82;92.87;100.63;91.57;100.49;99.92;269.96;0.58;0.59;27125.5;40576.5;67702.0;5.46;1.39;3.02;151.13;100.25
2013-04-01;95.47;93.86;100.81;92.77;101.42;100.26;272.53;0.56;0.56;27483.0;41012.5;68495.5;5.42;1.4;3.01;151.38;100.36
2013-05-01;96.02;95.05;100.88;93.69;101.45;100.44;274.19;0.55;0.55;27837.42;41455.42;69292.83;5.39;1.4;3.0;151.52;100.47
2013-06-01;96.77;96.34;101.4;94.63;101.49;101.08;275.88;0.55;0.55;28180.33;41907.25;70087.58;5.34;1.4;2.99;151.65;100.47
2013-07-01;97.24;97.25;101.46;95.49;102.68;101.28;278.03;0.55;0.56;28534.83;42380.08;70915.0;5.3;1.4;2.97;151.86;100.59
2013-08-01;97.69;98.02;101.47;96.14;103.54;101.4;279.97;0.53;0.53;28886.42;42896.17;71782.58;5.25;1.39;2.94;152.2;101.02
2013-09-01;98.56;99.04;102.08;96.91;104.22;102.09;279.95;0.49;0.47;29247.58;43421.92;72669.5;5.2;1.37;2.91;152.5;100.87
