Data;1465;1484;1497;1523;1549;1562;7485;13005;13006;14007;14034;14061;15866;15898;15930;21960;25391;28025
2011-01-01;80.1;64.5;89.6;68.5;88.5;89.5;216.45;0.66;0.76;15286;16236;31522;5.07;1.94;3.15;103.5;145.04;85.3
2011-02-01;73.2;59.7;83.6;62.8;102.0;83.6;213.75;0.22;0.2;15481;16490;31971;4.45;1.94;2.9;105.3;146.52;80.0
2011-03-01;79.9;62.1;91.8;75.2;95.8;91.8;218.89;1.49;1.45;15563;16821;32384;4.56;1.96;2.95;106.0;147.1;83.7
2011-04-01;76.8;59.3;93.2;60.4;94.4;93.3;212.62;0.64;0.62;15846;17178;33024;4.74;2.13;3.13;100.2;147.02;82.8
2011-05-01;81.2;64.0;87.8;73.4;105.9;87.6;218.01;0.29;0.28;16103;17421;33524;4.92;2.45;3.4;102.4;153.24;82.7
2011-06-01;79.4;63.2;87.8;68.0;100.5;87.6;225.94;0.22;0.21;16498;17708;34206;4.86;2.36;3.32;101.5;151.65;83.3
2011-07-01;84.1;68.0;91.9;73.4;103.7;91.7;214.71;0.32;0.28;16925;17922;34847;5.02;2.41;3.42;94.5;151.35;84.5
2011-08-01;83.7;69.9;93.9;70.8;108.3;93.6;205.84;0.37;0.37;17116;18097;35213;5.03;2.41;3.44;97.7;151.34;85.3
2011-09-01;81.1;68.7;87.1;75.7;108.9;86.9;203.2;0.37;0.19;17593;18816;36410;5.1;2.08;3.25;98.6;150.51;85.8
2011-10-01;83.9;70.3;90.6;72.8;97.8;90.4;198.68;0.46;0.39;17896;18963;36859;5.39;2.15;3.41;97.9;146.73;84.6
2011-11-01;82.7;70.2;88.9;69.1;106.3;88.6;206.44;0.74;0.86;18218;19487;37705;6.04;2.23;3.71;96.1;147.12;87.4
2011-12-01;112.7;76.4;111.8;100.8;115.4;111.6;215.21;0.5;0.61;18638;19534;38172;6.09;2.28;3.78;100.1;147.44;87.6
2012-01-01;83.4;73.1;88.9;79.6;103.4;88.2;218.06;0.07;0.03;18578;19172;37750;5.41;2.62;3.86;98.7;147.08;87.9
2012-02-01;80.6;69.9;92.2;72.5;85.7;92.7;214.23;0.15;0.2;18727;19237;37964;6.03;2.72;4.24;98.4;148.16;87.8
2012-03-01;85.0;73.0;95.6;78.1;99.6;95.6;211.39;0.81;0.63;18986;19441;38427;6.03;2.73;4.26;99.7;148.3;91.6
2012-04-01;83.6;74.6;95.9;75.8;91.5;96.0;218.87;0.67;0.66;19342;19726;39068;5.83;2.87;4.34;98.4;147.28;87.7
2012-05-01;89.1;77.4;94.4;94.8;101.0;94.4;234.0;0.35;0.47;19717;19833;39550;5.95;2.87;4.41;100.3;147.41;88.4
2012-06-01;88.1;82.1;96.4;82.9;128.3;96.4;235.7;-0.26;-0.13;19969;19887;39856;5.85;2.82;4.34;97.1;148.48;90.0
2012-07-01;93.6;86.2;101.6;90.8;129.2;101.4;240.8;0.54;0.66;20287;19904;40191;5.86;2.93;4.41;98.1;148.3;91.6
2012-08-01;94.3;84.7;100.7;94.0;135.6;100.2;245.75;0.66;0.83;20643;20165;40808;5.89;2.93;4.43;98.0;148.43;92.7
2012-09-01;89.6;83.3;98.7;83.9;95.1;98.5;248.79;0.67;0.77;20707;20491;41198;6.0;2.82;4.42;100.8;149.24;92.2
2012-10-01;94.7;90.0;99.8;93.9;116.6;98.9;255.11;0.86;0.97;21009;20374;41382;5.96;2.94;4.47;101.4;151.06;94.2
2012-11-01;93.6;86.3;97.6;90.7;107.8;96.8;244.55;0.72;0.69;21418;21141;42560;5.75;2.83;4.3;104.4;154.08;91.9
2012-12-01;119.3;93.4;118.3;125.4;116.6;118.1;252.78;1.27;1.32;21730;22111;43841;5.76;2.8;4.27;102.7;151.75;94.8
2013-01-01;91.6;93.0;94.3;92.3;99.8;93.4;258.32;1.01;1.24;22022;21914;43935;5.49;2.82;4.16;111.5;154.32;92.2
2013-02-01;79.1;76.5;89.1;66.9;80.1;89.0;276.98;0.72;0.92;22134;22100;44234;5.47;2.91;4.19;105.9;151.58;95.6
2013-03-01;89.6;87.6;100.4;78.1;93.1;100.8;280.69;0.61;0.63;22411;22279;44690;5.58;2.83;4.21;104.4;151.92;94.0
2013-04-01;87.5;88.6;91.7;85.3;100.7;89.8;291.08;0.78;0.9;22842;22603;45445;5.5;2.77;4.14;111.6;152.43;98.1
2013-05-01;93.7;92.6;93.1;103.9;98.5;92.5;296.82;0.32;0.36;23317;22804;46121;5.48;4.7;5.09;108.1;153.77;98.3
2013-06-01;87.6;83.7;93.6;83.8;90.1;93.6;292.86;0.09;0.01;23558;23093;46650;5.33;2.74;4.05;107.8;151.95;98.0
2013-07-01;96.0;91.2;98.2;96.9;114.3;98.2;275.27;0.19;0.08;24053;22935;46988;5.2;2.73;4.0;111.0;153.13;103.1
2013-08-01;97.4;95.3;100.9;98.0;104.8;101.0;264.38;-0.11;-0.1;24349;23105;47454;5.05;2.65;3.88;111.6;152.77;97.2
2013-09-01;92.6;91.1;96.6;93.7;97.2;96.7;258.37;0.41;0.51;24647;23295;47942;5.0;2.68;3.87;111.1;154.08;95.8
2013-10-01;97.0;96.8;100.2;95.5;103.0;99.7;260.25;0.44;0.48;24917;23410;48327;4.89;2.83;3.89;117.6;156.06;98.5
2013-11-01;98.6;96.1;99.7;98.9;104.9;99.4;269.28;0.99;1.1;25255;23808;49063;4.72;2.58;3.68;112.4;158.12;96.6
2013-12-01;125.0;100.6;118.1;131.5;117.4;117.8;273.47;0.75;0.61;25772;24410;50182;4.56;2.47;3.54;105.9;156.67;95.4
2014-01-01;99.2;99.5;98.1;102.3;106.2;98.0;274.6;0.45;0.49;26080;24480;50561;4.45;2.47;3.49;107.2;157.19;96.0
2014-02-01;90.5;92.5;94.5;87.7;91.9;94.7;269.81;0.19;0.19;26258;24681;50939;4.37;2.36;3.4;107.3;157.19;99.9
2014-03-01;93.9;98.6;100.6;89.3;85.5;101.0;286.41;0.7;0.58;26333;24804;51137;4.4;2.37;3.42;107.9;158.02;98.3
2014-04-01;95.5;98.1;99.0;92.4;97.9;99.6;288.42;1.08;1.21;26716;24905;51621;4.49;2.51;3.54;109.9;158.01;100.0
2014-05-01;102.9;101.9;98.9;121.3;102.4;98.8;304.06;0.95;1.02;27217;25117;52334;4.6;2.83;3.75;108.3;158.21;100.6
2014-06-01;93.7;91.6;97.8;89.7;81.8;97.5;298.01;0.35;0.39;27507;25393;52899;4.51;2.71;3.65;100.1;154.89;99.0
2014-07-01;98.4;99.1;100.6;91.5;99.5;100.1;287.19;-0.17;-0.19;27837;25392;53229;4.58;2.64;3.65;108.8;158.56;98.7
2014-08-01;98.4;101.6;101.9;87.4;95.7;102.0;278.68;0.07;-0.05;28163;25478;53641;4.59;2.66;3.67;109.6;160.57;98.1
2014-09-01;96.4;102.2;96.1;96.8;112.8;96.0;277.37;0.45;0.45;28422;25941;54363;4.4;2.38;3.44;109.2;160.47;101.0
2014-10-01;100.2;107.6;98.7;97.7;104.0;98.4;277.6;0.38;0.42;28826;26606;55432;4.31;2.41;3.4;106.0;157.43;105.9
2014-11-01;103.4;100.6;97.9;112.0;107.0;98.2;280.59;0.81;0.64;29208;27341;56550;4.18;2.38;3.31;106.3;158.79;101.3
2014-12-01;127.7;106.8;115.8;131.9;115.3;115.7;280.39;0.63;0.49;29893;28721;58614;3.94;2.1;3.04;106.2;159.0;101.6
2015-01-01;101.1;100.1;96.8;103.0;97.7;96.9;288.99;0.81;0.64;30237;28578;58815;3.92;2.01;2.99;102.1;157.89;94.7
2015-02-01;85.1;90.4;89.0;80.0;73.3;89.3;292.23;0.63;0.49;30263;28739;59002;3.93;1.97;2.97;103.8;157.14;97.3
2015-03-01;94.0;96.7;94.3;91.6;91.3;95.0;304.59;1.08;1.11;30541;28823;59363;3.88;1.89;2.92;99.1;155.29;95.4
2015-04-01;91.9;94.7;93.6;84.9;84.9;94.0;316.2;0.82;0.99;30797;28895;59691;4.0;1.89;2.98;95.6;155.1;97.6
2015-05-01;97.5;94.8;94.0;104.9;85.7;94.3;344.3;1.57;1.4;31152;30115;61267;4.07;1.94;3.02;95.5;153.83;95.6
2015-06-01;90.0;93.8;90.2;80.6;86.4;90.4;325.4;0.66;0.62;31425;29991;61416;3.89;2.01;2.97;96.9;153.27;96.8
2015-07-01;95.3;94.8;95.0;87.4;89.7;95.2;332.82;1.23;1.33;31680;30517;62197;3.99;2.07;3.05;93.1;152.55;95.9
2015-08-01;93.1;94.8;93.9;80.7;77.9;94.5;317.52;0.91;0.86;31978;30743;62722;4.13;2.22;3.19;96.5;152.94;95.8
2015-09-01;89.1;95.7;90.8;78.4;76.1;91.3;305.2;0.27;0.03;32135;31124;63258;4.21;2.24;3.24;95.4;152.0;96.8
2015-10-01;96.0;98.6;96.5;84.2;67.9;97.3;306.23;0.32;0.39;32307;31305;63613;4.35;3.2;3.78;96.2;152.06;96.4
2015-11-01;95.8;95.4;92.1;90.8;70.3;92.5;317.86;0.57;0.61;32670;31507;64177;4.49;3.89;4.2;93.7;151.63;97.4
2015-12-01;119.7;97.3;111.7;104.2;80.3;112.5;335.59;1.45;1.44;32939;31710;64649;4.51;3.96;4.24;91.9;150.72;95.6
2016-01-01;90.8;91.0;92.6;77.9;69.2;93.3;368.64;1.45;1.57;33036;31342;64378;4.56;3.79;4.18;93.8;151.61;93.2
2016-02-01;82.6;85.7;88.9;73.6;64.6;90.1;387.63;0.8;0.88;33064;31498;64563;4.64;3.62;4.15;91.2;151.33;95.7
2016-03-01;89.8;95.1;92.9;84.3;72.8;94.2;386.3;0.72;0.55;33247;31133;64380;4.55;3.55;4.07;94.0;151.44;97.6
2016-04-01;87.0;91.4;90.9;74.1;68.1;91.8;385.14;1.02;1.11;33239;31199;64438;4.75;3.55;4.17;93.2;150.27;95.2
2016-05-01;87.1;92.6;88.3;80.0;68.4;89.7;375.13;0.99;1.11;33500;31142;64641;4.75;3.77;4.28;93.1;148.38;95.8
2016-06-01;84.6;90.3;87.3;66.4;69.6;88.3;386.78;0.32;0.18;33732;30930;64662;4.51;3.5;4.03;92.6;148.33;95.8
2016-07-01;89.2;92.6;93.2;67.7;68.0;94.0;403.38;0.65;0.66;33801;30545;64346;4.27;3.71;4.01;94.5;147.36;92.3
