Data;1465;1484;1497;1523;1549;1562;7485;13005;13006;14007;14034;14061;15866;15898;15930;21960;25391;28025
2011-01-01;78.43;62.13;88.97;68.05;97.85;88.9;217.61;0.59;0.59;15796.17;16975.67;32771.83;4.77;2.13;3.14;103.15;148.43;82.97
2011-02-01;79.24;62.97;89.39;68.81;98.69;89.3;217.2;0.55;0.54;15957.43;17110.86;33068.29;4.8;2.17;3.18;101.91;148.85;83.19
2011-03-01;79.8;63.84;89.95;69.06;99.89;89.84;215.78;0.53;0.52;16102.25;17234.12;33336.38;4.83;2.2;3.21;101.39;149.16;83.45
2011-04-01;79.94;64.38;89.63;69.8;100.89;89.51;214.38;0.51;0.48;16267.89;17409.89;33677.89;4.86;2.19;3.22;101.08;149.31;83.71
2011-05-01;80.34;64.97;89.73;70.1;100.58;89.6;212.81;0.5;0.48;16430.7;17565.2;33996.0;4.91;2.18;3.24;100.76;149.05;83.8
2011-06-01;80.55;65.45;89.65;70.01;101.1;89.51;212.23;0.53;0.51;16593.18;17739.91;34333.18;5.02;2.19;3.28;100.34;148.87;84.13
2011-07-01;83.23;66.36;91.5;72.57;102.29;91.35;212.48;0.52;0.52;16763.58;17889.42;34653.08;5.11;2.19;3.32;100.32;148.76;84.42
2011-08-01;83.51;67.08;91.44;73.5;103.53;91.24;212.61;0.47;0.46;17037.92;18134.08;35172.08;5.13;2.25;3.38;99.92;148.92;84.63
2011-09-01;84.13;67.92;92.16;74.31;102.18;92.0;212.65;0.47;0.46;17308.42;18363.0;35671.5;5.27;2.32;3.49;99.34;149.06;85.28
2011-10-01;84.55;68.83;92.48;74.55;102.49;92.32;212.03;0.41;0.39;17593.67;18581.33;36175.08;5.39;2.38;3.6;98.82;149.16;85.94
2011-11-01;85.12;70.11;92.7;75.83;102.25;92.54;212.55;0.41;0.39;17885.0;18793.67;36678.75;5.48;2.44;3.7;98.67;149.18;86.35
2011-12-01;85.78;71.23;93.25;77.62;101.84;93.11;213.88;0.42;0.41;18186.17;18994.67;37180.92;5.56;2.48;3.79;98.49;148.7;86.82
2012-01-01;86.5;72.8;93.97;78.86;104.16;93.84;214.69;0.38;0.38;18475.42;19176.25;37651.75;5.65;2.52;3.87;98.12;148.43;87.38
2012-02-01;87.29;74.32;94.78;80.31;106.28;94.65;216.87;0.4;0.41;18755.58;19341.42;38097.08;5.72;2.56;3.95;98.42;148.18;87.97
2012-03-01;88.18;75.55;95.34;82.24;108.56;95.2;220.19;0.42;0.45;19049.5;19513.75;38563.33;5.79;2.6;4.04;98.45;147.94;88.59
2012-04-01;88.88;76.77;96.31;82.92;107.41;96.17;223.99;0.45;0.5;19309.0;19653.33;38962.33;5.86;2.66;4.13;98.63;147.83;89.12
2012-05-01;89.78;78.41;97.08;84.68;108.97;96.88;228.7;0.48;0.55;19568.42;19770.92;39339.25;5.91;2.73;4.22;98.92;148.19;89.93
2012-06-01;90.69;79.75;97.8;86.48;109.1;97.56;231.87;0.48;0.53;19835.08;19908.75;39743.83;5.89;2.78;4.27;99.62;148.77;90.3
2012-07-01;91.24;81.17;98.34;88.53;109.2;98.1;235.0;0.54;0.59;20092.75;20123.5;40216.25;5.86;2.82;4.31;99.83;149.13;90.9
2012-08-01;91.92;82.82;98.79;89.59;108.9;98.53;238.36;0.62;0.69;20379.75;20352.0;40731.67;5.87;2.84;4.34;100.9;149.73;91.26
2012-09-01;91.8;83.38;98.53;89.13;108.43;98.23;243.59;0.67;0.75;20663.67;20590.58;41254.17;5.82;2.86;4.33;101.53;150.02;91.91
