Data;1472;1487;1500;1513;1526;1552;1565;7481;12852;12853;20113;20116;20119;20122;20125;21940;25380;28032
2011-01-01;85.62;85.18;93.0;91.07;69.7;103.53;92.52;246.97;0.7;0.66;79.57;110.5;140.57;61.25;88.98;100.85;141.53;94.53
2011-02-01;86.14;85.49;93.79;91.74;69.91;104.64;93.31;246.7;0.61;0.58;80.11;107.5;140.74;61.96;89.99;100.51;141.47;94.67
2011-03-01;86.56;85.8;94.19;91.91;70.28;105.14;93.71;247.05;0.59;0.57;80.68;106.36;142.59;62.95;91.31;99.9;141.42;94.9
2011-04-01;86.73;85.88;94.44;91.69;70.52;105.49;93.98;247.49;0.59;0.54;80.98;103.94;141.48;63.21;92.03;99.1;141.37;95.16
2011-05-01;87.17;86.08;94.94;91.39;71.1;104.84;94.49;247.96;0.58;0.52;81.0;102.76;141.23;64.4;92.33;98.61;141.38;95.3
2011-06-01;87.56;85.98;95.15;91.29;72.28;104.86;94.68;248.75;0.56;0.51;81.15;101.75;140.74;64.9;92.75;98.82;141.64;95.52
2011-07-01;90.55;86.19;97.57;99.07;76.65;105.32;97.13;250.02;0.55;0.5;82.31;105.83;141.67;69.26;92.59;98.67;141.72;95.72
2011-08-01;90.98;86.57;97.84;99.28;78.38;105.27;97.43;252.02;0.51;0.44;82.72;107.52;142.07;70.03;92.81;98.08;141.39;96.18
2011-09-01;91.58;86.78;98.39;99.18;79.57;104.78;98.01;253.49;0.5;0.46;83.47;108.68;142.92;70.68;92.58;97.63;141.37;96.53
2011-10-01;92.49;87.13;99.03;99.34;81.69;106.32;98.68;254.5;0.46;0.43;84.29;108.45;145.78;71.82;93.5;97.26;141.52;96.89
2011-11-01;92.88;87.42;99.04;99.28;83.05;105.82;98.7;255.48;0.46;0.42;84.67;107.47;145.73;72.37;93.68;97.19;141.87;97.19
2011-12-01;93.39;87.67;99.36;100.32;84.26;105.4;99.04;256.96;0.46;0.41;85.28;106.81;146.27;73.22;94.22;96.93;142.32;97.47
2012-01-01;94.13;87.93;100.07;99.92;85.83;105.5;99.78;258.45;0.44;0.41;85.95;107.05;145.56;73.81;94.59;96.85;143.3;97.86
2012-02-01;94.67;88.42;100.16;100.67;87.34;105.77;99.88;262.04;0.47;0.44;86.73;107.38;146.03;74.49;95.41;97.14;144.35;98.15
2012-03-01;95.41;89.28;100.58;101.36;89.14;106.69;100.32;265.12;0.46;0.44;87.41;107.18;145.72;75.13;96.09;97.73;144.89;98.43
2012-04-01;95.85;90.19;100.69;101.57;90.21;105.56;100.44;268.84;0.46;0.47;87.95;107.23;144.48;75.76;96.01;98.39;145.25;98.53
2012-05-01;96.38;91.28;100.57;102.19;91.81;107.46;100.31;272.04;0.46;0.48;88.98;107.13;143.71;77.3;97.02;99.14;145.77;98.74
2012-06-01;96.64;92.13;100.42;102.74;92.7;109.48;100.16;274.21;0.48;0.5;89.43;107.49;142.92;79.01;97.43;99.29;146.03;98.82
2012-07-01;96.63;92.82;99.96;102.52;93.36;109.58;99.71;276.45;0.49;0.51;89.92;108.94;142.84;81.28;97.15;99.73;146.32;98.98
2012-08-01;96.89;93.24;99.93;102.55;94.0;110.44;99.66;279.1;0.5;0.52;90.38;108.53;140.12;83.09;98.29;100.43;147.12;99.04
2012-09-01;96.73;93.14;99.46;102.44;94.4;110.69;99.18;283.2;0.52;0.53;90.41;107.66;138.71;83.78;98.23;100.2;147.37;99.14
2012-10-01;96.68;93.1;99.11;102.49;94.5;109.82;98.84;288.45;0.54;0.58;90.71;107.67;134.79;85.47;97.6;100.23;147.64;99.18
2012-11-01;96.68;93.5;98.25;103.67;95.64;112.08;97.94;293.93;0.54;0.58;91.47;108.68;134.88;86.27;98.56;100.28;147.86;99.24
2012-12-01;96.8;94.08;98.1;102.8;96.4;112.22;97.8;298.08;0.53;0.56;91.85;108.97;134.52;87.01;98.47;100.59;148.16;99.3
2013-01-01;96.6;94.5;97.43;102.52;96.97;111.74;97.14;301.63;0.54;0.57;91.89;108.62;133.0;87.52;98.14;100.87;148.11;99.32
2013-02-01;96.69;95.1;97.18;102.41;97.65;111.16;96.91;302.06;0.51;0.53;92.26;108.76;130.26;88.12;98.61;100.69;147.99;99.57
2013-03-01;96.78;95.25;97.17;102.25;98.03;110.89;96.89;302.41;0.48;0.48;92.63;108.9;126.82;88.61;98.6;100.47;148.21;99.64
2013-04-01;96.85;95.45;97.08;102.06;98.18;110.92;96.8;302.44;0.45;0.45;92.88;108.76;126.39;89.79;99.21;100.45;148.52;100.07
2013-05-01;97.02;95.95;97.17;102.27;98.29;109.17;96.92;303.46;0.45;0.44;92.97;109.16;125.05;90.18;99.48;100.28;148.68;100.25
2013-06-01;97.46;96.55;97.54;102.78;98.91;107.49;97.34;305.79;0.44;0.44;93.46;108.93;122.95;90.64;99.51;100.2;148.93;100.4
2013-07-01;97.5;96.86;97.4;103.02;99.0;105.81;97.23;307.57;0.47;0.46;93.82;108.22;119.02;91.47;99.54;99.61;148.99;100.44
2013-08-01;97.98;97.28;97.77;103.52;99.67;105.49;97.63;308.23;0.46;0.46;94.52;108.88;118.03;92.43;99.56;99.6;149.36;100.53
2013-09-01;98.48;97.96;98.18;103.92;100.12;104.75;98.06;306.94;0.45;0.46;95.25;109.07;117.72;93.3;100.92;100.15;149.85;100.81
2013-10-01;98.4;98.39;98.08;103.61;100.03;102.26;97.98;304.68;0.46;0.46;95.36;108.31;115.43;92.81;101.28;100.46;150.1;101.09
2013-11-01;98.77;98.62;98.78;102.62;99.78;101.01;98.76;306.18;0.47;0.48;95.63;107.6;113.18;94.03;101.12;100.34;150.18;101.14
2013-12-01;99.08;98.86;98.99;102.71;100.28;100.46;98.97;308.71;0.49;0.5;96.32;107.25;109.95;95.08;101.51;99.94;149.93;101.16
2014-01-01;99.14;98.98;99.06;102.33;99.98;101.25;99.04;309.65;0.51;0.52;96.75;106.19;106.54;96.22;101.5;99.46;149.31;101.0
2014-02-01;99.16;98.84;99.25;101.92;99.32;100.14;99.24;310.89;0.51;0.53;96.95;105.08;106.04;96.94;101.13;99.12;148.54;100.73
2014-03-01;99.11;99.12;99.1;101.79;98.95;100.85;99.1;311.97;0.51;0.53;97.27;104.33;105.27;97.38;100.49;98.77;148.41;100.63
2014-04-01;99.29;99.45;99.15;101.61;99.35;101.06;99.15;312.6;0.52;0.55;98.0;103.82;104.36;97.83;100.7;98.57;148.34;100.29
2014-05-01;99.56;99.55;99.53;101.19;99.5;100.79;99.52;313.0;0.51;0.54;98.77;102.54;103.36;98.25;100.53;98.21;148.21;100.13
2014-06-01;99.72;99.61;99.65;100.7;100.1;100.06;99.63;312.89;0.5;0.53;99.22;101.65;101.76;98.91;100.08;97.67;147.96;100.21
2014-07-01;100.0;100.0;100.01;100.0;99.99;100.0;99.99;313.21;0.47;0.5;100.0;100.0;100.01;99.99;99.99;97.33;147.94;100.1
2014-08-01;99.98;99.89;100.22;99.6;99.56;98.17;100.21;315.7;0.51;0.54;100.18;98.05;96.92;99.93;99.32;97.03;147.55;99.82
2014-09-01;99.62;99.32;100.09;98.99;98.61;97.04;100.06;319.34;0.54;0.54;100.0;96.86;94.28;99.88;97.54;96.54;147.01;99.72
2014-10-01;99.63;99.05;100.15;99.03;98.2;97.83;100.11;323.21;0.6;0.62;100.83;96.55;94.16;100.28;97.43;95.78;146.44;99.37
2014-11-01;99.4;98.85;100.24;98.39;96.78;96.57;100.18;323.7;0.59;0.61;101.27;95.75;92.16;99.94;97.26;95.01;145.96;99.15
2014-12-01;99.07;98.48;100.25;97.82;94.92;95.08;100.18;324.6;0.59;0.62;101.47;95.47;90.09;100.21;95.87;94.58;145.55;98.81
2015-01-01;99.06;98.37;100.27;98.0;94.3;92.95;100.18;326.17;0.62;0.65;102.13;95.63;89.61;100.53;95.94;94.1;145.22;98.58
2015-02-01;99.03;98.34;100.32;97.69;93.75;92.73;100.23;329.23;0.67;0.7;102.79;95.09;87.05;100.78;95.12;93.55;144.92;98.27
2015-03-01;98.79;97.83;100.33;96.57;92.66;89.63;100.24;332.05;0.67;0.71;103.12;93.98;85.33;101.58;94.36;93.14;144.42;97.89
2015-04-01;98.59;97.08;100.48;95.63;91.52;87.97;100.4;334.94;0.67;0.71;103.28;93.02;83.81;102.22;93.18;92.27;143.81;97.38
2015-05-01;98.57;96.41;100.84;94.93;90.38;86.03;100.78;337.53;0.69;0.71;103.74;92.51;81.92;103.2;91.97;91.71;143.31;96.91
2015-06-01;98.32;95.68;100.64;94.11;89.28;84.07;100.59;341.92;0.73;0.76;104.17;91.53;82.77;104.83;91.34;90.87;142.62;96.24
2015-07-01;98.09;95.2;100.77;92.73;86.82;83.56;100.72;346.99;0.74;0.78;104.54;90.48;82.4;107.62;91.07;90.16;142.0;95.63
2015-08-01;97.61;94.61;100.61;91.49;84.44;82.55;100.59;353.67;0.75;0.79;104.79;88.99;84.32;108.57;90.09;88.85;141.3;95.21
2015-09-01;97.83;94.77;100.92;90.7;84.03;82.28;100.96;358.55;0.74;0.8;105.98;88.53;85.07;109.56;90.06;87.85;140.77;94.37
2015-10-01;97.94;94.6;101.25;89.34;83.16;81.23;101.36;364.02;0.66;0.7;106.75;88.02;85.3;111.17;88.95;87.22;140.42;93.87
2015-11-01;97.83;94.27;101.11;88.66;82.9;79.95;101.26;368.26;0.66;0.69;107.13;87.19;85.2;112.11;87.52;86.88;140.08;93.41
2015-12-01;97.58;93.76;100.96;87.28;82.42;79.33;101.18;372.64;0.67;0.69;107.57;85.53;85.77;112.52;86.83;86.39;139.82;93.02
2016-01-01;97.57;93.54;101.03;86.82;81.94;78.66;101.33;379.9;0.66;0.69;107.99;84.58;87.09;113.15;85.82;85.86;139.66;92.62
2016-02-01;97.45;93.19;100.98;85.52;81.62;77.23;101.36;386.4;0.66;0.69;108.42;83.56;87.8;113.9;84.64;85.65;139.73;92.38
2016-03-01;97.39;93.12;100.86;84.5;81.59;76.38;101.32;394.09;0.68;0.7;108.97;82.81;88.52;114.39;83.98;85.14;139.48;91.95
2016-04-01;97.38;93.32;100.81;83.58;81.19;75.89;101.35;401.03;0.64;0.66;109.22;82.08;89.01;115.52;82.93;85.03;139.34;91.77
2016-05-01;96.88;93.18;100.15;82.18;80.98;75.53;100.76;407.69;0.62;0.64;108.81;81.12;89.0;115.78;81.61;84.29;138.94;91.22
2016-06-01;96.8;92.7;100.23;81.09;80.38;75.29;100.92;410.92;0.56;0.56;108.88;80.78;89.59;116.83;80.63;84.18;138.82;90.87
