Data;1458;14005;14032;14059;15864;15896;15928;24005;25412;28003
2011-01-01;85.88;7275.5;9359.33;16634.83;5.08;2.09;3.18;86.08;163.99;80.5
2011-02-01;86.47;7336.43;9442.43;16779.0;5.12;2.07;3.19;86.69;164.64;80.57
2011-03-01;87.69;7388.0;9527.75;16915.88;5.16;2.07;3.2;87.8;164.97;80.75
2011-04-01;87.63;7445.11;9670.11;17115.22;5.2;2.05;3.2;88.42;165.5;80.78
2011-05-01;88.07;7503.9;9803.5;17307.4;5.25;2.04;3.21;88.95;166.3;80.9
2011-06-01;88.71;7561.0;9927.64;17488.64;5.37;2.03;3.24;89.65;166.4;81.09
2011-07-01;91.96;7617.58;10054.17;17671.75;5.46;2.01;3.25;90.68;166.31;81.25
2011-08-01;92.04;7729.17;10159.58;17888.83;5.49;2.0;3.27;91.09;166.5;81.5
2011-09-01;92.28;7839.0;10262.75;18101.83;5.61;2.0;3.33;91.49;166.74;81.58
2011-10-01;93.15;7950.17;10348.0;18298.17;5.71;2.0;3.4;92.02;166.77;81.75
2011-11-01;93.76;8058.83;10421.25;18480.08;5.81;2.12;3.53;92.32;166.68;81.58
2011-12-01;94.48;8169.92;10502.58;18672.5;5.9;2.23;3.65;92.62;166.54;81.58
2012-01-01;95.04;8276.67;10556.58;18833.25;5.98;2.35;3.78;92.89;166.72;81.58
2012-02-01;95.48;8376.58;10631.42;19007.92;6.04;2.37;3.84;92.91;165.9;81.67
2012-03-01;95.57;8484.67;10715.0;19199.58;6.09;2.39;3.89;92.95;166.29;81.58
2012-04-01;95.9;8585.25;10767.17;19352.5;6.11;2.41;3.94;92.77;166.23;81.5
2012-05-01;96.03;8682.0;10825.33;19507.42;6.11;2.42;3.98;93.25;165.57;81.5
2012-06-01;96.02;8779.5;10866.5;19646.08;6.06;2.45;4.0;93.39;165.78;81.33
2012-07-01;95.89;8881.25;10934.25;19815.5;6.01;2.45;4.02;93.18;166.24;80.92
2012-08-01;96.13;8980.42;11095.58;20076.0;5.99;2.43;4.01;93.26;166.54;80.67
2012-09-01;96.18;9079.83;11244.75;20324.58;5.95;2.42;3.99;93.24;167.01;80.58
2012-10-01;96.28;9179.67;11376.0;20555.58;5.93;2.4;3.98;93.36;167.75;80.58
2012-11-01;96.31;9286.42;11505.83;20792.17;5.9;2.28;3.9;94.02;168.39;80.75
2012-12-01;96.25;9397.33;11627.92;21025.25;5.87;2.16;3.82;94.53;169.25;80.75
2013-01-01;96.3;9509.75;11758.5;21268.25;5.84;2.08;3.76;94.95;169.61;80.92
2013-02-01;96.65;9626.75;11886.33;21513.08;5.82;2.12;3.77;95.64;170.9;80.92
2013-03-01;97.15;9743.33;12007.08;21750.42;5.8;2.18;3.8;95.89;171.19;81.08
2013-04-01;97.56;9865.42;12103.0;21968.33;5.79;2.25;3.84;96.35;171.78;81.25
2013-05-01;98.25;9991.0;12179.92;22170.92;5.78;2.35;3.89;96.59;172.8;81.33
2013-06-01;98.88;10116.83;12245.75;22362.58;5.76;2.44;3.94;96.78;173.49;81.33
2013-07-01;99.67;10245.33;12300.08;22545.5;5.75;2.64;4.05;96.89;174.24;81.5
2013-08-01;100.2;10372.75;12337.83;22710.67;5.73;2.87;4.17;97.71;175.09;81.58
2013-09-01;100.46;10498.67;12384.0;22882.67;5.73;3.1;4.3;98.79;175.79;81.58
2013-10-01;100.17;10614.25;12432.58;23047.0;5.73;3.21;4.36;99.32;176.54;81.58
2013-11-01;100.08;10733.33;12469.33;23202.92;5.73;3.29;4.41;99.48;176.81;81.5
2013-12-01;100.55;10850.0;12490.17;23340.33;5.73;3.38;4.47;99.98;176.74;81.5
2014-01-01;100.47;10966.58;12481.92;23448.67;5.71;3.43;4.49;99.62;176.28;81.08
2014-02-01;100.18;11080.25;12458.42;23538.75;5.71;3.44;4.51;99.57;176.11;80.92
2014-03-01;100.09;11198.0;12433.42;23631.5;5.68;3.42;4.5;99.72;175.68;80.75
2014-04-01;100.26;11309.25;12423.75;23733.08;5.65;3.34;4.45;100.12;175.1;80.67
2014-05-01;100.42;11423.17;12401.83;23825.0;5.64;3.24;4.39;100.4;174.5;80.5
2014-06-01;100.57;11538.67;12413.58;23952.25;5.61;3.15;4.34;100.43;173.7;80.42
2014-07-01;99.99;11653.92;12365.58;24019.58;5.57;2.98;4.24;100.0;172.98;80.25
2014-08-01;99.61;11768.92;12319.83;24088.92;5.54;2.8;4.14;99.51;172.18;80.0
2014-09-01;99.33;11886.0;12292.25;24178.5;5.51;2.63;4.04;98.93;171.28;79.83
2014-10-01;99.02;12019.08;12276.75;24295.92;5.44;2.56;3.99;98.83;169.74;79.83
2014-11-01;98.9;12147.0;12251.75;24398.75;5.39;2.51;3.94;98.16;168.83;79.83
2014-12-01;97.94;12274.83;12227.42;24502.25;5.33;2.45;3.89;97.0;167.76;79.75
2015-01-01;97.35;12399.33;12236.0;24635.33;5.28;2.37;3.83;96.45;167.27;79.83
2015-02-01;96.87;12520.17;12254.92;24775.17;5.22;2.32;3.78;95.42;166.21;79.58
2015-03-01;96.25;12633.58;12248.17;24881.83;5.19;2.29;3.76;94.87;165.52;79.17
2015-04-01;95.45;12744.83;12246.92;24991.83;5.18;2.3;3.77;93.74;164.59;78.75
2015-05-01;94.71;12845.17;12245.67;25090.92;5.16;2.32;3.77;92.36;163.38;78.25
2015-06-01;93.76;12941.5;12217.33;25158.92;5.17;2.35;3.8;91.1;162.02;77.92
2015-07-01;92.67;13024.83;12225.67;25250.5;5.2;2.39;3.84;90.23;160.36;77.83
2015-08-01;91.67;13100.92;12231.17;25332.0;5.23;2.43;3.88;89.18;158.47;77.5
2015-09-01;90.93;13172.25;12203.58;25375.75;5.27;2.48;3.93;87.76;156.94;76.92
2015-10-01;90.19;13233.5;12140.42;25373.92;5.33;2.55;4.0;86.4;156.12;76.17
2015-11-01;89.1;13282.33;12088.75;25371.08;5.43;2.63;4.09;85.23;154.63;75.25
2015-12-01;87.93;13320.67;12015.08;25335.67;5.51;2.73;4.19;84.31;154.08;74.5
2016-01-01;87.01;13353.92;11921.0;25274.83;5.58;2.84;4.28;83.22;153.42;73.75
2016-02-01;86.48;13382.83;11808.75;25191.5;5.63;2.98;4.39;82.33;153.02;73.25
2016-03-01;85.71;13407.42;11686.83;25094.17;5.67;3.14;4.48;81.07;152.27;72.75
2016-04-01;84.83;13428.17;11549.5;24977.58;5.71;3.29;4.58;80.2;151.76;72.67
2016-05-01;83.88;13443.67;11399.5;24843.08;5.75;3.46;4.69;78.99;151.17;72.5
2016-06-01;83.2;13455.33;11260.58;24715.83;5.76;3.62;4.78;78.25;151.04;72.17
2016-07-01;82.83;13463.75;11117.17;24580.83;5.73;3.77;4.84;77.76;150.87;71.92
2016-08-01;83.0;13470.75;10969.92;24440.58;5.7;3.91;4.89;77.06;150.7;71.83
2016-09-01;83.01;13475.42;10855.83;24331.17;5.65;4.05;4.93;76.45;150.6;72.08
2016-10-01;83.18;13479.58;10769.58;24249.17;5.6;4.18;4.96;75.63;150.2;72.08
2016-11-01;83.81;13483.92;10683.33;24167.25;5.51;4.26;4.95;74.93;150.59;72.5
2016-12-01;84.33;13492.08;10615.42;24107.58;5.42;4.35;4.94;74.74;150.54;72.83
2017-01-01;84.82;13501.17;10553.33;24054.58;5.33;4.43;4.93;75.07;150.8;73.17
2017-02-01;85.39;13515.83;10470.75;23986.67;5.27;4.46;4.91;75.31;150.97;73.5
2017-03-01;85.88;13534.75;10412.58;23947.42;5.21;4.48;4.89;75.28;151.41;73.92
2017-04-01;86.83;13556.25;10360.5;23916.83;5.15;4.51;4.87;75.12;151.96;73.92
2017-05-01;87.48;13588.25;10306.67;23895.0;5.07;4.53;4.84;75.48;152.86;74.08
2017-06-01;88.46;13623.83;10242.67;23866.67;4.99;4.5;4.78;75.98;153.38;74.33
2017-07-01;89.24;13661.5;10189.92;23851.58;4.91;4.49;4.73;76.51;154.61;74.58
2017-08-01;89.83;13701.83;10141.25;23843.25;4.84;4.48;4.69;76.48;156.27;74.83
2017-09-01;90.55;13742.5;10084.33;23827.0;4.77;4.44;4.63;76.36;157.41;75.0
2017-10-01;91.56;13788.5;10052.5;23841.08;4.69;4.43;4.58;76.48;158.86;75.33
2017-11-01;91.55;13844.67;10023.42;23868.17;4.6;4.48;4.55;76.69;159.83;75.5
2017-12-01;92.21;13907.08;10002.42;23909.67;4.51;4.49;4.5;76.5;160.11;75.58
2018-01-01;92.58;13974.83;9965.33;23940.33;4.44;4.43;4.43;76.08;160.0;75.33
2018-02-01;92.32;14042.33;9947.17;23989.67;4.36;4.41;4.38;75.74;160.27;75.33
2018-03-01;92.42;14114.67;9939.0;24053.83;4.27;4.38;4.31;76.2;160.15;75.42
2018-04-01;92.43;14192.25;9939.92;24132.33;4.17;4.35;4.25;76.13;159.71;75.5
2018-05-01;92.67;14276.17;9943.83;24220.17;4.09;4.3;4.18;76.45;159.91;75.33
2018-06-01;93.22;14371.08;9949.42;24320.58;4.02;4.21;4.1;76.05;160.08;75.08
2018-07-01;93.18;14474.42;9975.58;24450.08;3.96;4.09;4.01;75.81;159.58;74.92
2018-08-01;92.93;14585.75;10004.17;24590.0;3.9;3.94;3.92;75.87;159.5;74.42
2018-09-01;92.82;14707.33;10037.67;24745.08;3.84;3.79;3.82;76.03;159.67;74.0
2018-10-01;92.75;14835.17;10038.0;24873.25;3.81;3.58;3.72;76.19;159.67;73.17
2018-11-01;93.22;14967.67;10053.25;25021.0;3.77;3.36;3.61;76.5;159.87;72.67
