Data;1464;14019;14046;14073;15878;15910;15942;27985;28024
2011-01-01;82.48;5744.5;3455.17;9199.17;4.96;2.73;3.91;97.72;99.37
2011-02-01;83.66;5789.29;3465.86;9254.71;5.0;2.7;3.92;98.5;99.47
2011-03-01;84.46;5832.25;3475.75;9307.62;5.05;2.69;3.94;99.1;99.65
2011-04-01;84.54;5882.33;3497.56;9379.56;5.11;2.69;3.97;99.26;99.86
2011-05-01;84.42;5931.1;3516.8;9447.6;5.21;2.67;4.02;99.21;99.64
2011-06-01;84.74;5980.91;3552.45;9533.09;5.36;2.66;4.09;99.59;99.95
2011-07-01;87.72;6034.83;3585.25;9619.83;5.49;2.65;4.16;99.95;99.94
2011-08-01;88.41;6109.58;3629.67;9739.0;5.55;2.62;4.19;100.63;100.62
2011-09-01;89.26;6185.0;3673.33;9858.08;5.69;2.56;4.27;100.66;100.88
2011-10-01;90.26;6265.58;3716.67;9982.08;5.82;2.52;4.34;101.41;101.42
2011-11-01;90.7;6347.58;3760.92;10108.33;5.93;2.51;4.42;101.09;101.11
2011-12-01;91.46;6433.5;3813.67;10247.08;6.01;2.47;4.48;100.82;100.83
2012-01-01;91.85;6525.5;3861.33;10386.92;6.09;2.47;4.55;101.03;101.08
2012-02-01;92.11;6613.17;3906.58;10519.83;6.15;2.44;4.6;101.07;101.11
2012-03-01;92.41;6704.67;3954.17;10658.92;6.19;2.43;4.64;100.8;100.84
2012-04-01;92.66;6787.5;3996.0;10783.5;6.2;2.41;4.67;100.46;100.48
2012-05-01;93.45;6869.42;4042.58;10912.0;6.16;2.4;4.67;100.65;100.65
2012-06-01;93.92;6953.67;4079.58;11033.25;6.04;2.38;4.63;100.15;100.16
2012-07-01;93.88;7037.17;4130.92;11168.08;5.94;2.37;4.59;100.16;100.18
2012-08-01;93.98;7141.75;4184.83;11326.58;5.91;2.36;4.58;99.94;99.97
2012-09-01;93.68;7245.33;4238.25;11483.5;5.83;2.38;4.55;99.7;99.71
2012-10-01;93.82;7347.5;4296.17;11643.5;5.75;2.39;4.51;99.26;99.23
2012-11-01;94.09;7447.42;4355.58;11802.92;5.69;2.4;4.48;99.21;99.19
2012-12-01;94.16;7550.17;4418.83;11968.83;5.62;2.44;4.45;99.29;99.33
2013-01-01;94.32;7656.17;4494.08;12150.0;5.55;2.47;4.41;99.27;99.28
2013-02-01;95.1;7767.67;4567.17;12334.58;5.48;2.48;4.37;99.3;99.32
2013-03-01;95.73;7880.33;4664.58;12544.75;5.41;2.47;4.32;99.71;99.71
2013-04-01;96.23;7998.75;4759.92;12758.58;5.35;2.46;4.27;100.08;100.06
2013-05-01;96.55;8119.08;4858.25;12977.25;5.29;2.45;4.23;100.15;100.09
2013-06-01;96.87;8240.92;4955.75;13196.5;5.24;2.44;4.19;100.27;100.21
2013-07-01;97.46;8363.42;5041.83;13405.08;5.16;2.42;4.12;100.29;100.23
2013-08-01;97.98;8487.0;5127.92;13614.75;5.08;2.4;4.07;100.46;100.45
2013-09-01;98.54;8612.33;5215.58;13827.83;5.01;2.38;4.02;101.25;101.05
2013-10-01;98.5;8715.08;5291.5;14006.58;4.95;2.34;3.97;101.26;101.28
2013-11-01;98.93;8837.75;5363.75;14201.5;4.89;2.29;3.9;101.04;101.08
2013-12-01;99.43;8959.75;5420.25;14380.0;4.82;2.24;3.84;101.08;101.03
2014-01-01;99.38;9079.42;5471.25;14550.75;4.77;2.18;3.79;100.55;100.59
2014-02-01;98.95;9196.25;5524.67;14721.0;4.73;2.16;3.76;100.4;100.47
2014-03-01;98.81;9312.25;5552.17;14864.42;4.7;2.14;3.74;100.05;100.11
2014-04-01;99.05;9421.58;5584.17;15005.75;4.65;2.13;3.71;99.92;99.95
2014-05-01;99.61;9534.42;5610.5;15144.92;4.61;2.13;3.69;99.88;99.92
2014-06-01;99.91;9646.58;5693.33;15340.0;4.57;2.12;3.66;100.22;100.24
2014-07-01;99.99;9763.42;5779.08;15542.5;4.53;2.11;3.63;99.99;100.01
2014-08-01;100.19;9880.5;5861.67;15742.17;4.49;2.1;3.6;99.37;99.48
2014-09-01;99.85;9996.67;5942.83;15939.5;4.46;2.1;3.58;98.47;98.74
2014-10-01;99.82;10137.92;6032.83;16170.75;4.4;2.12;3.55;98.27;98.25
2014-11-01;99.53;10254.17;6112.83;16367.0;4.37;2.14;3.54;98.22;98.23
2014-12-01;98.82;10370.5;6214.17;16584.67;4.36;2.16;3.54;97.91;97.88
2015-01-01;98.73;10483.92;6312.58;16796.42;4.31;2.21;3.52;97.62;97.62
2015-02-01;98.65;10597.33;6409.5;17006.83;4.27;2.25;3.51;97.16;97.18
2015-03-01;98.13;10708.42;6507.0;17215.42;4.24;2.3;3.51;96.85;96.86
2015-04-01;97.53;10823.0;6605.08;17428.17;4.24;2.34;3.52;96.42;96.43
2015-05-01;96.89;10930.08;6695.92;17626.08;4.24;2.38;3.53;95.83;95.83
2015-06-01;96.28;11037.25;6718.75;17756.08;4.26;2.45;3.57;95.04;95.03
2015-07-01;95.37;11136.17;6759.67;17896.0;4.3;2.52;3.62;94.63;94.61
2015-08-01;94.46;11233.83;6800.17;18034.25;4.33;2.6;3.68;94.17;94.23
2015-09-01;94.08;11329.75;6828.75;18158.75;4.37;2.66;3.72;94.01;94.08
2015-10-01;93.52;11422.75;6843.75;18266.75;4.4;2.72;3.77;93.43;93.48
2015-11-01;93.16;11518.17;6861.75;18380.17;4.44;2.8;3.83;93.03;93.06
2015-12-01;92.47;11606.25;6858.67;18465.17;4.45;2.91;3.88;92.64;92.78
2016-01-01;91.85;11692.67;6847.17;18540.08;4.46;2.98;3.91;92.6;92.58
2016-02-01;90.94;11778.0;6830.42;18608.58;4.45;3.05;3.93;92.35;92.36
2016-03-01;90.18;11858.75;6808.17;18667.0;4.43;3.09;3.93;92.07;92.06
2016-04-01;89.5;11938.75;6773.33;18712.08;4.41;3.13;3.94;91.77;91.79
2016-05-01;88.4;12014.75;6737.92;18752.67;4.38;3.17;3.94;91.57;91.61
2016-06-01;87.82;12091.92;6715.08;18807.0;4.33;3.2;3.92;91.39;91.41
2016-07-01;87.02;12168.42;6663.25;18831.75;4.26;3.23;3.89;90.98;90.97
2016-08-01;86.36;12242.08;6604.58;18846.67;4.2;3.24;3.86;91.88;92.0
2016-09-01;85.68;12319.75;6555.33;18875.08;4.14;3.28;3.84;91.37;91.46
2016-10-01;85.24;12393.92;6518.42;18912.42;4.07;3.3;3.8;91.55;91.6
2016-11-01;84.77;12465.17;6484.67;18949.92;4.01;3.31;3.77;91.07;91.1
2016-12-01;84.87;12541.83;6454.25;18996.17;3.96;3.3;3.73;90.9;90.75
2017-01-01;84.72;12620.08;6435.17;19055.33;3.87;3.24;3.65;90.52;90.52
2017-02-01;84.95;12698.08;6421.58;19119.83;3.81;3.17;3.59;89.87;89.88
2017-03-01;85.5;12779.92;6437.25;19217.42;3.75;3.11;3.54;89.54;89.56
2017-04-01;85.98;12862.92;6440.67;19303.83;3.7;3.07;3.49;89.34;89.41
2017-05-01;86.3;12950.0;6447.5;19397.75;3.64;3.02;3.43;88.61;88.7
2017-06-01;86.94;13036.25;6447.0;19483.58;3.6;3.78;3.65;88.4;88.48
2017-07-01;87.19;13123.5;6512.08;19635.92;3.55;4.4;3.83;88.78;88.79
2017-08-01;87.82;13213.58;6547.08;19761.0;3.53;4.6;3.89;87.28;87.28
2017-09-01;88.32;13296.5;6560.42;19857.25;3.51;5.14;4.05;87.17;87.16
2017-10-01;88.49;13383.08;6574.08;19957.42;3.51;5.69;4.23;87.06;87.04
2017-11-01;88.48;13473.42;6592.42;20066.17;3.5;5.58;4.18;87.02;86.98
2017-12-01;88.59;13565.83;6612.58;20178.75;3.5;5.48;4.15;87.03;87.0
2018-01-01;88.78;13659.83;6615.25;20275.42;3.54;5.42;4.17;86.94;86.89
2018-02-01;88.6;13749.0;6606.17;20355.5;3.58;5.36;4.17;87.12;87.07
2018-03-01;88.38;13842.08;6580.67;20423.08;3.62;5.31;4.19;87.19;87.13
2018-04-01;87.94;13933.58;6568.42;20502.33;3.64;5.25;4.18;86.74;86.72
2018-05-01;87.66;14031.58;6550.92;20582.92;3.65;5.17;4.17;87.03;87.02
2018-06-01;87.43;14135.17;6540.33;20675.83;3.67;4.27;3.9;86.66;86.64
2018-07-01;86.92;14241.75;6479.83;20721.83;3.69;3.5;3.65;86.15;86.11
2018-08-01;86.39;14348.92;6446.92;20796.08;3.69;3.16;3.54;85.85;85.82
2018-09-01;85.94;14457.58;6438.42;20896.25;3.68;2.49;3.32;85.66;85.41
2018-10-01;85.4;14568.92;6413.42;20982.5;3.69;1.81;3.11;85.02;84.98
2018-11-01;85.07;14684.0;6385.33;21069.42;3.68;1.8;3.11;84.86;84.8
2018-12-01;84.6;14804.92;6351.67;21156.67;3.68;1.76;3.11;84.39;84.35
2019-01-01;83.22;14929.5;6335.75;21265.33;3.69;1.73;3.11;83.6;83.56
2019-02-01;82.12;15063.25;6346.92;21410.17;3.71;1.69;3.11;83.38;83.34
2019-03-01;81.76;15213.42;6361.17;21574.5;3.73;1.67;3.13;82.82;82.79
2019-04-01;81.53;15373.25;6376.92;21750.08;3.76;1.63;3.14;82.4;82.4
2019-05-01;81.52;15538.0;6426.17;21964.0;3.79;1.59;3.15;81.89;81.91
2019-06-01;81.57;15707.5;6478.67;22186.0;3.83;1.56;3.16;81.73;81.75
2019-07-01;81.7;15881.5;6547.58;22428.92;3.87;1.54;3.19;81.47;81.47
2019-08-01;81.73;16058.58;6589.42;22647.83;3.92;1.53;3.22;81.2;81.19
2019-09-01;82.08;16239.17;6629.67;22868.67;3.96;1.5;3.25;80.79;80.95
2019-10-01;81.83;16413.58;6697.17;23110.58;4.03;1.48;3.29;80.09;80.08
2019-11-01;80.39;16555.58;6768.67;23324.0;4.12;1.55;3.37;78.27;78.18
2019-12-01;79.0;16671.83;6843.42;23514.92;4.2;1.59;3.44;76.22;76.18
2020-01-01;80.11;16760.36;6899.73;23659.73;4.23;1.59;3.46;76.05;76.04
2020-02-01;80.78;16851.8;6948.2;23799.6;4.26;1.6;3.48;75.12;75.29
2020-03-01;80.44;16926.67;6990.11;23916.44;4.29;1.6;3.5;74.16;74.68
2020-04-01;80.54;16997.88;7045.88;24043.38;4.33;1.63;3.53;73.69;74.07
2020-05-01;80.23;17062.43;7070.57;24132.57;4.36;1.68;3.57;72.71;73.26
