Data;1464;14019;14046;14073;15878;15910;15942;27985;28024
2011-01-01;84.1;5573;3392;8965;5.15;2.93;4.09;94.9;94.3
2011-02-01;77.0;5625;3428;9053;4.65;2.93;3.83;93.0;98.5
2011-03-01;81.4;5686;3462;9147;4.74;2.93;3.88;93.9;97.4
2011-04-01;80.0;5793;3479;9271;4.95;2.51;3.8;101.4;104.4
2011-05-01;87.3;5864;3488;9352;5.16;2.88;4.09;102.0;101.6
2011-06-01;85.1;5926;3482;9407;5.11;2.21;3.75;101.1;100.0
2011-07-01;90.7;6058;3530;9588;5.26;2.53;3.99;103.2;100.1
2011-08-01;90.1;6133;3545;9678;5.35;2.62;4.09;103.3;100.9
2011-09-01;85.2;6283;3672;9955;5.63;2.65;4.24;100.5;101.5
2011-10-01;83.3;6370;3690;10060;6.12;2.52;4.45;98.8;97.7
2011-11-01;87.9;6479;3909;10388;6.86;2.57;4.83;103.4;103.0
2011-12-01;120.6;6628;3946;10574;6.88;2.56;4.85;103.9;99.9
2012-01-01;92.3;6470;3925;10395;5.92;2.54;4.53;103.1;102.4
2012-02-01;87.2;6530;3952;10482;6.33;2.26;4.69;93.3;101.7
2012-03-01;93.4;6653;3982;10635;6.32;2.37;4.75;102.9;103.8
2012-04-01;85.3;6777;4010;10786;6.19;2.45;4.8;97.6;100.7
2012-05-01;96.4;6895;4121;11017;6.2;2.31;4.74;98.7;98.3
2012-06-01;89.8;7030;4054;11085;6.06;2.27;4.67;103.7;102.9
2012-07-01;93.8;7110;4073;11183;5.93;2.19;4.57;103.6;100.5
2012-08-01;93.7;7231;4116;11347;5.83;2.49;4.62;100.1;97.7
2012-09-01;88.2;7277;4174;11450;5.72;2.43;4.52;96.4;97.1
2012-10-01;92.8;7353;4249;11602;5.7;2.36;4.48;101.1;99.8
2012-11-01;93.5;7490;4353;11843;5.45;2.33;4.3;97.4;97.1
2012-12-01;120.1;7630;4562;12192;5.63;2.41;4.42;104.0;100.1
2013-01-01;93.6;7725;4572;12297;5.52;2.46;4.38;100.5;100.0
2013-02-01;83.6;7773;4593;12365;5.43;2.48;4.33;90.4;98.5
2013-03-01;95.1;7879;4677;12555;5.39;2.5;4.32;97.6;98.1
2013-04-01;88.5;7976;4723;12699;5.39;2.62;4.36;97.0;100.2
2013-05-01;97.2;8128;4880;13008;5.4;2.68;4.38;99.7;100.0
2013-06-01;91.7;8302;4957;13259;5.23;2.68;4.28;103.4;102.3
2013-07-01;103.2;8448;4950;13398;5.08;2.37;4.08;104.0;100.9
2013-08-01;101.3;8583;5285;13869;4.98;2.3;3.95;105.0;102.4
2013-09-01;94.2;8698;5318;14016;5.03;2.3;3.99;100.9;101.3
2013-10-01;96.6;8797;5429;14226;4.97;2.27;3.94;101.9;100.2
2013-11-01;97.3;8952;5523;14474;4.79;2.21;3.8;98.8;98.5
2013-12-01;127.2;9100;5595;14695;4.65;2.13;3.69;104.3;100.4
2014-01-01;99.8;9208;5605;14813;4.61;2.31;3.74;102.5;102.6
2014-02-01;90.4;9277;5645;14922;4.56;2.19;3.66;99.9;105.7
2014-03-01;94.6;9112;5588;14700;4.76;2.07;3.74;97.7;100.9
2014-04-01;93.7;9448;5590;15038;4.58;1.97;3.61;94.4;97.7
2014-05-01;103.1;9592;5558;15150;4.57;2.02;3.63;100.1;99.5
2014-06-01;91.2;9738;5569;15308;4.64;2.02;3.69;97.1;97.0
