Data;13585;13586;13604;13606;13607;13608;20140;20141;20142;20143;20144;21182;21943;25395;28043;28142;28143;28144;28145;28146
2011-01-01;0.66;0.63;85.06;83.27;110.9;84.73;74.96;103.48;82.2;74.13;85.51;86.72;104.47;142.66;89.75;101.02;83.48;94.48;87.78;110.12
2011-02-01;0.59;0.54;85.58;83.46;110.88;85.25;75.57;101.48;82.26;74.69;87.32;86.88;104.3;142.76;90.02;101.57;83.79;94.69;87.99;110.21
2011-03-01;0.56;0.54;85.85;83.85;111.53;85.52;76.2;101.4;83.12;75.4;89.22;86.96;104.19;142.8;90.24;101.64;84.23;95.09;87.97;110.37
2011-04-01;0.56;0.53;85.92;84.28;111.66;85.58;76.65;100.07;83.66;75.64;90.42;87.12;103.77;142.86;90.31;101.59;84.64;95.24;87.74;109.97
2011-05-01;0.54;0.51;86.39;85.16;111.18;86.07;76.93;99.29;83.63;76.51;91.08;87.26;103.31;142.88;90.26;101.65;84.8;95.12;87.58;109.64
2011-06-01;0.54;0.51;86.58;86.52;111.62;86.27;77.12;99.0;84.3;77.02;92.08;87.46;103.09;143.01;90.38;102.04;85.03;95.48;87.53;109.36
2011-07-01;0.53;0.51;88.6;90.52;112.15;88.32;78.06;102.33;91.1;81.21;91.36;87.66;103.04;143.06;90.5;101.89;85.13;95.66;87.65;109.16
2011-08-01;0.51;0.47;89.07;91.39;112.72;88.83;78.42;104.05;92.81;82.1;92.52;88.18;102.42;143.02;90.8;102.39;85.52;96.29;87.75;109.29
2011-09-01;0.48;0.46;89.88;92.1;111.86;89.69;78.99;104.52;94.51;82.31;93.18;88.76;101.82;143.13;91.11;102.52;86.14;96.54;87.73;109.12
2011-10-01;0.43;0.41;90.76;93.49;112.63;90.63;79.76;104.62;96.12;82.75;94.47;89.32;101.19;143.24;91.47;102.43;86.59;96.92;88.07;109.13
2011-11-01;0.42;0.41;91.04;94.31;112.2;90.92;80.24;104.36;97.54;82.85;95.51;89.87;100.91;143.48;91.66;102.26;86.74;97.27;88.39;109.12
2011-12-01;0.4;0.4;91.64;94.76;112.1;91.53;80.97;104.39;98.75;83.24;95.61;90.39;100.3;143.73;91.95;102.34;87.27;97.55;88.48;109.04
2012-01-01;0.39;0.4;92.47;95.65;113.94;92.39;81.63;105.01;96.72;83.5;95.46;90.98;99.88;144.08;92.23;102.09;87.58;97.9;88.75;108.99
2012-02-01;0.42;0.44;92.9;96.53;115.44;92.86;82.32;105.38;97.65;83.73;95.74;91.66;99.75;144.53;92.46;101.7;87.94;98.28;88.94;108.97
2012-03-01;0.41;0.42;93.58;97.61;117.95;93.58;83.07;105.79;98.68;84.24;96.3;92.36;99.63;144.94;92.76;101.82;88.33;98.39;89.49;108.53
2012-04-01;0.42;0.43;94.3;97.93;117.11;94.35;83.43;106.01;98.85;84.38;96.22;92.97;99.67;145.21;93.11;102.07;88.45;98.63;90.2;108.62
2012-05-01;0.42;0.46;94.77;98.86;119.02;94.85;84.08;106.66;99.98;85.14;97.35;93.59;100.03;145.67;93.54;101.94;88.79;99.08;91.01;108.4
2012-06-01;0.43;0.45;95.4;99.34;119.16;95.51;84.48;107.48;100.13;86.26;97.61;94.09;100.01;145.96;93.83;101.76;89.12;99.06;91.64;108.25
2012-07-01;0.45;0.47;96.12;100.59;119.67;96.29;84.64;108.1;97.68;87.1;98.4;94.63;99.94;146.36;94.28;101.94;89.65;99.38;92.07;108.52
2012-08-01;0.47;0.48;96.41;100.98;120.1;96.55;85.15;108.84;98.1;87.85;99.17;94.93;100.42;146.9;94.66;101.82;90.19;99.54;92.67;108.15
2012-09-01;0.47;0.49;96.29;101.02;120.31;96.43;85.36;109.41;98.7;87.94;99.23;95.17;100.46;147.14;94.97;101.81;90.52;99.76;93.26;108.03
2012-10-01;0.5;0.53;96.61;100.79;120.16;96.76;85.54;109.7;98.65;88.83;99.19;95.37;100.71;147.47;95.17;101.96;90.87;99.75;93.7;107.43
2012-11-01;0.5;0.52;96.19;101.26;121.93;96.34;86.29;110.35;99.33;89.14;100.15;95.61;101.06;147.82;95.62;102.13;91.56;99.84;94.31;107.08
2012-12-01;0.5;0.51;96.44;101.63;121.99;96.64;86.73;110.12;99.56;89.42;100.59;95.87;101.46;148.21;96.0;102.08;92.0;99.8;95.05;106.79
2013-01-01;0.53;0.53;96.38;101.67;120.77;96.58;87.07;109.57;100.26;89.67;100.88;96.06;101.85;148.5;96.25;102.2;92.51;99.89;95.28;106.57
2013-02-01;0.49;0.48;96.61;102.08;120.3;96.77;87.76;109.42;100.88;90.25;101.43;96.41;101.87;148.67;96.54;102.51;92.99;99.8;95.74;105.8
2013-03-01;0.48;0.46;97.1;102.38;118.75;97.27;88.36;108.95;101.28;90.77;101.53;96.8;101.85;148.89;96.72;102.43;93.26;99.86;95.96;105.48
2013-04-01;0.46;0.43;97.23;102.46;119.69;97.35;89.1;108.67;102.63;91.83;102.1;97.2;102.12;149.3;97.02;102.49;93.87;99.93;96.3;105.0
2013-05-01;0.47;0.43;97.54;102.43;119.23;97.64;89.91;108.42;103.47;92.82;102.23;97.56;101.97;149.5;97.39;102.85;94.57;99.91;96.66;104.78
2013-06-01;0.47;0.44;98.05;102.86;119.73;98.09;90.76;108.21;104.12;93.01;102.28;97.93;102.13;149.82;97.78;102.85;95.17;100.07;97.06;104.5
2013-07-01;0.49;0.45;98.23;101.68;119.48;98.25;91.65;108.35;104.77;94.1;102.23;98.24;101.76;149.95;98.0;102.95;95.69;99.88;97.43;103.79
2013-08-01;0.46;0.42;98.71;101.78;119.24;98.7;92.62;107.92;104.26;94.96;102.34;98.65;101.47;150.19;98.39;103.27;96.39;99.99;97.83;103.37
2013-09-01;0.49;0.46;99.16;102.15;119.27;99.12;93.59;107.45;104.44;96.06;103.66;99.02;101.44;150.49;98.6;103.52;96.66;99.94;98.32;102.79
2013-10-01;0.53;0.49;98.97;102.41;116.98;98.9;94.21;106.57;103.53;95.67;103.58;99.35;101.2;150.68;98.9;103.43;97.11;100.04;98.73;102.56
2013-11-01;0.53;0.49;99.78;102.44;115.19;99.74;94.65;105.78;102.98;96.64;102.95;99.67;100.85;150.76;99.04;103.34;97.5;99.9;98.87;102.47
2013-12-01;0.52;0.5;100.01;102.9;113.86;99.96;95.44;105.69;102.23;97.39;102.78;99.94;100.42;150.68;99.13;103.26;97.82;99.9;98.91;101.85
2014-01-01;0.53;0.48;100.14;102.65;111.68;100.08;96.01;104.81;101.31;97.81;102.05;100.1;100.02;150.53;99.33;102.79;98.44;99.76;99.13;101.08
2014-02-01;0.53;0.52;100.18;101.73;109.74;100.14;96.5;103.81;100.49;98.11;101.52;100.03;99.62;150.28;99.49;102.07;98.77;99.72;99.48;101.0
2014-03-01;0.54;0.51;100.08;101.05;107.04;100.01;97.05;103.08;99.83;98.19;100.65;99.97;99.25;150.12;99.63;101.83;99.11;99.7;99.66;100.82
2014-04-01;0.55;0.53;99.96;100.95;105.65;99.9;97.88;102.5;99.37;98.35;100.45;99.94;98.68;149.84;99.82;101.28;99.46;99.87;99.87;100.65
2014-05-01;0.54;0.51;100.16;100.41;103.41;100.1;98.65;101.36;99.07;98.21;100.26;99.97;98.27;149.67;99.92;100.79;99.78;99.96;99.79;100.79
2014-06-01;0.53;0.51;100.05;100.39;101.57;100.03;99.13;100.89;99.37;99.01;99.9;100.03;97.7;149.4;100.04;100.34;100.1;99.85;100.03;100.54
2014-07-01;0.52;0.49;100.0;100.0;100.0;99.99;100.01;99.99;100.01;100.0;99.99;100.06;97.3;149.29;100.01;100.15;100.02;99.98;100.05;99.93
2014-08-01;0.59;0.6;100.05;99.76;97.92;100.06;100.45;99.22;101.93;100.15;99.47;100.06;97.03;149.18;99.8;99.77;99.98;99.86;99.59;99.25
2014-09-01;0.61;0.62;99.91;99.04;95.54;99.97;100.57;98.21;103.15;100.41;98.14;100.05;96.62;148.96;99.81;99.4;100.54;99.76;99.18;98.65
2014-10-01;0.65;0.68;99.7;98.16;95.11;99.77;101.57;97.76;105.29;101.61;98.05;100.0;96.12;148.73;99.81;99.04;101.08;99.73;98.98;97.78
2014-11-01;0.66;0.68;99.56;96.72;93.7;99.61;102.16;97.11;105.44;101.45;97.51;99.7;95.43;148.44;99.67;98.52;101.32;99.79;98.48;96.89
2014-12-01;0.68;0.72;99.42;95.01;91.85;99.46;102.43;96.2;105.87;101.65;96.33;99.46;94.76;148.12;99.51;97.78;101.52;99.73;98.06;96.16
