Data;22105;22106;22107;22108;22109;22110;22111;22113;22114;22115
1' Trim.1996;94.4;101.23;101.73;100.95;100.84;98.63;99.14;96.84;98.63;91.36
2' Trim.1996;96.55;97.05;102.31;100.51;100.36;100.88;100.74;98.72;95.96;99.86
3' Trim.1996;102.63;106.07;103.73;104.37;104.4;103.93;104.24;102.41;95.55;107.13
4' Trim.1996;125.98;99.61;101.45;102.12;103.28;109.17;88.59;106.77;100.27;118.63
1' Trim.1997;100.96;104.18;103.58;103.41;104.07;106.42;100.31;107.68;105.08;118.83
2' Trim.1997;100.41;104.9;104.56;104.33;105.1;106.92;99.91;109.2;111.32;123.57
3' Trim.1997;104.51;106.47;105.13;105.42;106.41;106.09;98.34;111.34;114.34;124.19
4' Trim.1997;112.53;106.09;106.32;106.65;107.19;106.04;99.08;110.61;109.75;116.54
1' Trim.1998;99.39;104.04;104.96;104.28;104.97;105.91;101.41;111.21;115.43;127.78
2' Trim.1998;112.84;104.64;106.43;106.29;106.66;105.74;102.09;111.62;118.39;120.66
3' Trim.1998;110.49;103.69;107.13;106.42;106.94;106.16;103.87;110.18;113.7;121.57
4' Trim.1998;107.32;100.47;107.04;105.44;105.66;104.64;103.12;105.21;113.97;114.56
1' Trim.1999;111.43;99.72;107.73;105.87;105.59;104.9;101.92;101.47;116.52;104.06
2' Trim.1999;114.08;100.06;108.14;106.35;106.21;105.06;103.07;100.24;118.97;102.58
3' Trim.1999;115.01;100.14;108.18;106.44;106.41;106.1;105.22;97.89;116.82;98.69
4' Trim.1999;118.73;102.08;109.24;107.83;108;107.88;107.2;99.87;135.29;105.59
1' Trim.2000;117.91;103.75;111;109.51;109.92;108.01;105.31;100.59;132.84;105.02
2' Trim.2000;117.86;104.25;111.62;109.97;110.42;109.48;104.37;104.69;135.06;109.84
3' Trim.2000;116.88;104.97;113.01;111.13;111.54;111.25;102.96;104.7;146.74;120.17
4' Trim.2000;117.34;106.64;114.34;112.63;113.02;112.28;104.12;108.44;143.82;124.29
1' Trim.2001;120.94;107.65;113.6;112.53;113.49;112.27;106.35;110.35;148.43;127.47
2' Trim.2001;121.31;105.08;115.06;112.71;112.99;112.85;106.63;107.53;155.15;123.74
3' Trim.2001;124.1;102.04;115.08;112.07;112.14;109.31;106.68;105.97;150.99;114.3
4' Trim.2001;130.51;101.99;115.47;112.62;112.43;110.17;107.97;100.02;147.38;106.33
1' Trim.2002;126.66;105.48;116.92;114.36;113.95;112.47;110.8;101.3;150.98;105.87
2' Trim.2002;129.71;107.9;117.75;115.76;115.58;113.66;110.93;103.68;138.58;103.04
3' Trim.2002;138.85;108;119.13;117.21;116.96;112.37;111.15;105.23;175.47;101.73
4' Trim.2002;142.81;111.22;119.8;118.72;118.33;111.92;111.05;107.38;176.33;97.38
