Data;14026;14053;14080;15885;15917;15949
2011-01-01;212015;321477;533492;4.03;1.87;2.62
2011-02-01;214306;325788;540094;3.46;1.77;2.35
2011-03-01;216739;328584;545324;3.5;1.75;2.36
2011-04-01;220323;333694;554017;3.63;1.91;2.51
2011-05-01;223942;338654;562595;3.74;1.99;2.6
2011-06-01;228469;344713;573182;3.68;1.96;2.56
2011-07-01;233164;346717;579881;3.72;1.95;2.57
2011-08-01;236456;349135;585591;3.75;1.99;2.62
2011-09-01;242108;357278;599386;3.8;2.14;2.73
2011-10-01;246576;358855;605432;3.94;2.3;2.89
2011-11-01;250297;365063;615360;4.54;2.31;3.11
2011-12-01;254161;372766;626927;4.54;2.19;3.03
2012-01-01;259502;378996;638498;4.35;2.28;3.07
2012-02-01;261483;378922;640405;4.84;2.36;3.32
2012-03-01;264254;387796;652050;4.74;2.37;3.29
2012-04-01;267706;390875;658582;4.96;2.42;3.46
2012-05-01;272145;395200;667345;5.09;2.37;3.48
2012-06-01;275430;400889;676319;5.07;2.29;3.42
2012-07-01;278939;399699;678638;5.11;2.44;3.54
2012-08-01;283630;399732;683362;5.06;2.48;3.55
2012-09-01;284533;406164;690697;4.92;2.33;3.4
2012-10-01;288865;409878;698743;4.86;2.38;3.4
2012-11-01;292459;414119;706578;4.83;2.35;3.38
2012-12-01;296636;422963;719599;4.78;2.37;3.36
2013-01-01;299152;417021;716174;4.72;2.36;3.35
2013-02-01;300184;421287;721471;4.7;2.41;3.36
2013-03-01;303444;430355;733798;4.7;2.35;3.32
2013-04-01;307733;427877;735609;4.58;2.37;3.3
2013-05-01;312532;431777;744309;4.56;2.38;3.3
2013-06-01;316317;437717;754034;4.36;2.23;3.12
2013-07-01;320540;436873;757412;4.29;2.22;3.1
2013-08-01;324283;440963;765246;4.12;2.19;3.01
2013-09-01;327416;450642;778058;4.07;2.05;2.9
2013-10-01;328614;453382;781997;3.99;2.11;2.9
2013-11-01;332252;460336;792588;3.9;2.03;2.82
2013-12-01;337750;468704;806455;3.8;1.89;2.69
2014-01-01;340539;462913;803452;3.8;1.9;2.71
2014-02-01;342205;468824;811029;3.78;1.82;2.65
2014-03-01;345086;475153;820239;3.79;1.77;2.62
2014-04-01;348797;481786;830583;3.8;1.82;2.65
2014-05-01;353404;490066;843469;3.83;1.97;2.75
2014-06-01;356973;495542;852514;3.79;1.85;2.66
2014-07-01;359570;494709;854279;3.82;1.9;2.71
2014-08-01;363010;497003;860012;3.82;1.98;2.76
2014-09-01;364368;501227;865595;3.71;2.0;2.72
2014-10-01;369227;499884;869111;3.72;2.01;2.74
2014-11-01;372098;505829;877928;3.68;1.96;2.69
2014-12-01;377646;518536;896182;3.48;1.87;2.55
2015-01-01;380218;511603;891822;3.57;1.93;2.63
2015-02-01;380484;512578;893062;3.6;1.95;2.65
2015-03-01;383709;518231;901941;3.49;1.99;2.63
2015-04-01;385312;520412;905723;3.53;2.04;2.67
2015-05-01;387741;526033;913774;3.64;2.02;2.71
2015-06-01;390097;531873;921970;3.49;1.95;2.6
2015-07-01;391903;529046;920949;3.59;2.02;2.69
2015-08-01;393439;532208;925648;3.69;2.07;2.76
2015-09-01;394249;536492;930741;3.73;2.06;2.77
2015-10-01;395396;534700;930096;3.81;2.16;2.86
2015-11-01;398348;540298;938646;3.96;2.28;2.99
2015-12-01;400432;552559;952991;3.94;2.18;2.92
2016-01-01;399858;542635;942493;3.97;2.29;3.0
2016-02-01;400650;537157;937806;4.02;2.37;3.07
2016-03-01;401880;531266;933147;3.95;2.4;3.07
2016-04-01;402158;522472;924630;4.06;2.53;3.2
2016-05-01;404559;524545;929103;4.05;2.52;3.18
2016-06-01;405801;522690;928492;3.83;2.4;3.03
2016-07-01;407173;515127;922299;3.64;2.51;3.01
2016-08-01;409697;513262;922959;3.53;2.5;2.96
2016-09-01;410495;512276;922771;3.51;2.44;2.91
2016-10-01;410830;510747;921577;3.54;2.43;2.92
2016-11-01;412973;509612;922585;3.51;2.43;2.91
2016-12-01;414582;514776;929359;3.42;2.34;2.82
2017-01-01;415600;501253;916853;3.47;2.48;2.93
2017-02-01;416185;502444;918629;3.5;2.72;3.07
2017-03-01;418415;502856;921271;3.45;2.5;2.93
2017-04-01;418439;496816;915255;3.51;2.71;3.07
2017-05-01;421993;493825;915818;3.55;2.91;3.2
2017-06-01;424198;496994;921192;3.33;2.63;2.96
2017-07-01;427175;487213;914388;3.4;2.64;3.0
2017-08-01;429936;483287;913223;3.35;2.85;3.08
2017-09-01;430815;482522;913337;3.28;2.66;2.96
2017-10-01;434182;476171;910354;3.29;2.71;2.99
2017-11-01;437857;476599;914456;3.24;2.7;2.96
2017-12-01;438996;488111;927108;3.11;2.43;2.75
2018-01-01;441900;471336;913236;3.25;2.53;2.88
2018-02-01;441481;467270;908752;3.22;2.41;2.8
2018-03-01;444575;472256;916831;3.16;2.26;2.7
2018-04-01;448192;472707;920898;3.16;1.94;2.53
2018-05-01;451119;473296;924415;3.16;2.06;2.6
2018-06-01;453469;480840;934309;3.07;2.07;2.56
2018-07-01;457290;472905;930195;3.09;2.19;2.63
2018-08-01;461722;478333;940055;3.04;2.14;2.58
2018-09-01;462883;483408;946291;3.02;2.66;2.84
2018-10-01;468219;473514;941733;2.98;2.64;2.81
2018-11-01;475160;477350;952510;2.93;2.54;2.73
2018-12-01;479686;494529;974215;2.92;2.3;2.61
2019-01-01;482166;477721;959887;2.99;2.37;2.68
2019-02-01;484189;480551;964740;2.95;2.34;2.65
2019-03-01;488295;485981;974276;3.03;2.42;2.72
2019-04-01;492846;477575;970421;3.02;2.5;2.77
2019-05-01;498097;479452;977549;3.07;2.58;2.83
2019-06-01;501400;486484;987884;3.02;2.64;2.83
2019-07-01;506871;476324;983195;3.09;2.8;2.95
2019-08-01;511854;480843;992697;3.13;2.8;2.97
2019-09-01;516498;487484;1003982;3.18;2.57;2.88
2019-10-01;522651;479464;1002114;3.16;2.5;2.84
2019-11-01;528731;484389;1013121;3.17;2.37;2.79
2019-12-01;536272;497714;1033986;3.12;2.01;2.59
2020-01-01;540981;482378;1023360;3.24;2.32;2.81
2020-02-01;542833;485330;1028163;3.28;2.35;2.84
2020-03-01;543724;521369;1065093;3.6;2.5;3.06
2020-04-01;536052;523712;1059764;3.75;2.58;3.17
2020-05-01;535709;531851;1067561;3.67;2.45;3.06
2020-06-01;540968;540934;1081902;3.21;2.16;2.68
