Data;1477;1492;1505;1518;1531;1557;1570;7484;20199;20200;20201;20202;20203;20204;21982;25405;28037
2011-01-01;85.03;90.72;92.32;82.9;71.37;94.53;93.78;252.07;87.35;69.13;95.7;72.72;67.17;67.88;105.48;136.5;85.52
2011-02-01;85.7;91.06;93.11;84.04;71.46;95.04;94.59;252.47;88.0;69.29;91.76;78.47;67.03;68.93;104.63;136.37;85.44
2011-03-01;86.28;91.89;93.51;84.25;71.96;94.88;94.96;253.41;88.34;69.34;89.99;84.3;66.7;69.85;104.18;136.36;85.48
2011-04-01;86.46;91.69;93.81;83.23;72.2;95.31;95.26;254.18;88.63;69.22;87.81;89.52;65.88;70.21;103.67;136.42;85.43
2011-05-01;86.79;91.93;94.17;83.09;72.48;94.53;95.6;254.86;88.6;69.26;84.68;92.03;66.4;71.09;103.06;136.42;85.45
2011-06-01;87.32;92.2;94.41;83.03;73.71;94.38;95.83;256.11;88.91;69.53;83.96;96.35;66.7;72.03;102.65;136.53;85.5
2011-07-01;90.41;93.05;97.08;89.32;78.75;95.85;98.53;256.63;91.18;70.94;89.44;101.77;70.82;72.47;102.82;136.78;85.79
2011-08-01;91.23;92.62;97.97;89.61;79.84;95.68;99.45;258.72;91.6;71.65;91.14;103.26;72.25;73.32;101.64;136.37;85.89
2011-09-01;92.31;92.94;99.25;89.79;81.05;94.37;100.8;259.92;91.78;72.19;90.81;105.15;73.41;74.64;101.03;136.39;85.88
2011-10-01;92.98;93.08;100.0;90.24;82.16;94.05;101.53;260.36;92.07;72.87;92.24;107.29;71.99;75.24;100.36;136.17;85.97
2011-11-01;93.49;93.47;100.13;90.42;82.79;92.42;101.66;260.81;91.74;73.42;93.25;108.58;73.19;75.74;100.2;136.16;86.1
2011-12-01;94.06;94.3;100.6;90.83;83.81;91.92;102.12;260.82;91.93;73.85;94.63;108.64;74.08;76.46;100.2;136.52;86.83
2012-01-01;94.67;94.97;101.11;90.98;84.97;92.66;102.63;260.29;92.56;74.7;96.66;105.72;75.19;76.62;100.03;136.86;87.0
2012-02-01;94.72;95.36;100.73;91.33;85.63;92.82;102.21;261.26;92.7;75.55;97.92;102.92;76.26;77.32;100.14;137.26;87.21
2012-03-01;95.07;95.89;100.83;92.24;86.58;94.56;102.27;264.21;93.63;76.64;99.38;100.29;77.38;78.32;100.07;137.65;87.47
2012-04-01;95.45;96.74;101.07;92.85;86.9;93.01;102.48;268.43;93.28;77.77;100.6;96.27;78.37;78.88;99.98;137.88;87.83
2012-05-01;95.93;97.83;101.18;93.19;87.79;94.74;102.58;270.25;94.28;79.32;102.08;94.92;79.44;79.98;100.01;138.21;88.08
2012-06-01;96.49;97.67;101.77;93.67;89.03;95.37;103.17;271.5;94.88;80.77;103.32;89.88;81.38;80.66;100.15;138.43;88.22
2012-07-01;97.12;97.51;102.42;92.82;89.58;95.05;103.92;273.8;95.07;81.77;105.97;84.27;84.75;80.82;99.84;138.37;88.25
2012-08-01;97.37;97.88;102.57;93.18;89.78;95.97;104.0;276.94;95.62;82.97;106.74;83.65;85.09;81.58;100.01;138.93;88.57
2012-09-01;97.16;97.55;102.26;93.3;89.23;95.67;103.63;281.82;95.41;84.04;107.32;82.44;85.24;81.72;99.96;139.18;89.1
2012-10-01;97.41;97.42;102.67;94.03;88.83;95.18;104.05;286.14;95.38;84.62;107.76;82.47;85.51;81.95;100.07;139.48;89.49
2012-11-01;97.14;97.6;102.0;94.16;89.22;97.01;103.29;290.6;96.09;85.92;108.55;82.38;85.19;83.69;100.26;140.01;90.17
2012-12-01;97.43;97.22;102.35;94.18;89.42;97.07;103.64;294.87;96.32;86.77;108.7;83.76;85.98;84.41;100.28;140.35;90.11
2013-01-01;97.44;97.43;102.26;93.51;89.66;96.54;103.52;298.81;96.2;87.39;108.07;84.12;86.13;85.36;100.69;140.65;90.67
2013-02-01;98.04;97.82;102.67;93.91;91.08;96.51;103.91;300.28;96.61;88.57;108.49;86.4;86.82;86.56;100.87;141.0;91.32
2013-03-01;98.44;97.55;103.14;93.83;91.53;95.8;104.38;299.35;96.62;89.68;108.43;89.16;87.52;87.5;101.06;141.28;91.79
2013-04-01;98.59;97.38;103.1;93.48;92.28;96.76;104.33;296.87;97.18;90.51;108.07;90.63;88.49;88.88;101.38;141.67;92.34
