Data;1474;1489;1502;1515;1528;1554;1567;7491;13381;13382;21929;25397;28034
2011-01-01;84.07;77.72;90.23;84.97;89.45;91.7;91.3;255.52;0.64;0.57;107.85;134.74;89.48
2011-02-01;84.27;77.66;90.46;86.39;89.54;92.01;91.54;253.51;0.56;0.49;107.54;134.68;89.7
2011-03-01;84.55;77.9;90.41;86.68;90.38;92.35;91.46;253.46;0.55;0.51;107.79;134.68;89.86
2011-04-01;84.61;77.78;90.26;86.61;91.26;92.19;91.31;253.17;0.54;0.5;107.84;134.76;89.88
2011-05-01;85.07;78.08;90.75;87.17;91.9;91.34;91.86;253.05;0.53;0.48;107.73;134.83;89.69
2011-06-01;85.55;78.27;90.74;88.21;93.61;91.42;91.85;253.83;0.52;0.47;107.72;134.98;89.89
2011-07-01;88.68;78.99;93.02;96.75;98.44;91.67;94.24;254.59;0.53;0.49;107.6;135.02;90.22
2011-08-01;88.74;78.92;92.76;96.78;100.01;91.61;94.05;256.21;0.55;0.53;106.45;135.0;90.58
2011-09-01;88.97;79.3;93.07;96.62;100.49;89.93;94.48;257.42;0.57;0.56;105.45;135.12;90.94
2011-10-01;89.56;80.32;93.14;97.03;102.63;90.4;94.64;257.16;0.51;0.53;104.93;135.34;91.28
2011-11-01;89.62;81.01;92.86;96.92;103.31;89.72;94.29;256.9;0.51;0.53;104.38;135.46;91.67
2011-12-01;89.78;81.96;93.0;97.17;103.37;89.25;94.38;256.94;0.46;0.5;103.9;135.7;92.07
2012-01-01;90.25;83.13;93.22;97.51;104.12;90.25;94.65;258.06;0.47;0.52;103.41;136.0;92.64
2012-02-01;90.57;84.37;93.2;98.17;104.67;90.77;94.65;262.16;0.51;0.55;102.97;136.32;93.03
2012-03-01;91.01;85.57;93.45;98.93;104.98;92.61;94.98;266.28;0.51;0.54;102.18;136.63;93.53
2012-04-01;91.24;87.18;93.58;99.28;104.57;91.51;95.22;270.14;0.53;0.56;101.4;136.73;93.9
2012-05-01;91.6;88.69;93.59;99.5;104.98;93.12;95.3;273.76;0.54;0.58;100.89;136.93;94.68
2012-06-01;91.86;89.82;93.92;99.62;104.69;93.03;95.66;274.63;0.54;0.58;100.26;137.08;95.07
2012-07-01;92.37;91.44;94.01;100.06;104.82;93.62;95.82;276.2;0.59;0.62;99.81;137.42;95.42
2012-08-01;92.78;92.54;94.38;100.22;103.61;94.5;96.12;278.88;0.56;0.57;100.68;137.86;95.71
2012-09-01;92.83;92.88;94.32;99.59;103.03;94.31;95.98;282.5;0.5;0.51;100.8;137.88;95.79
2012-10-01;93.38;93.47;94.76;99.47;102.13;94.51;96.42;287.35;0.53;0.54;100.84;138.05;96.06
2012-11-01;93.58;93.9;94.48;100.48;102.41;96.11;96.16;293.64;0.51;0.54;100.72;138.18;96.37
2012-12-01;94.01;94.7;94.74;100.47;102.82;97.22;96.5;298.72;0.56;0.56;100.56;138.3;96.47
2013-01-01;94.12;95.09;94.68;99.77;102.86;96.84;96.41;302.02;0.59;0.59;100.67;138.41;96.72
2013-02-01;94.59;95.25;94.9;100.04;103.47;97.62;96.43;302.86;0.53;0.5;100.59;138.52;96.83
2013-03-01;95.14;95.69;95.4;100.2;103.93;96.96;96.92;302.52;0.51;0.47;100.37;138.64;96.88
2013-04-01;95.53;95.9;95.76;99.95;103.99;98.87;97.02;302.39;0.48;0.44;100.5;139.02;97.26
2013-05-01;95.95;96.07;96.17;99.94;104.0;99.24;97.32;303.85;0.49;0.43;100.46;139.3;97.42
2013-06-01;96.65;96.94;96.62;100.23;104.59;100.5;97.5;307.58;0.51;0.46;100.32;139.54;97.65
2013-07-01;96.92;96.83;96.59;100.33;103.97;101.04;97.28;310.39;0.5;0.45;100.02;139.63;97.71
2013-08-01;97.28;97.41;97.0;100.38;104.1;100.93;97.5;310.94;0.48;0.43;99.77;139.76;97.97
2013-09-01;97.77;98.48;97.48;101.22;104.34;102.28;97.81;311.6;0.55;0.54;99.67;140.16;98.43
2013-10-01;97.3;98.61;97.33;100.46;104.02;101.85;97.52;314.11;0.63;0.58;99.79;140.4;98.68
2013-11-01;97.82;99.04;98.1;99.98;103.67;101.87;98.21;315.66;0.62;0.58;99.37;140.61;98.96
2013-12-01;98.23;99.28;98.41;100.07;104.02;101.68;98.45;317.88;0.61;0.61;98.94;140.76;99.27
2014-01-01;98.58;99.25;98.83;100.9;103.89;100.47;98.78;320.67;0.59;0.56;98.89;140.97;99.78
2014-02-01;98.7;99.38;99.19;100.2;102.75;99.65;99.17;323.13;0.6;0.61;98.99;141.17;100.15
2014-03-01;98.86;99.51;99.54;100.27;101.77;98.87;99.36;325.56;0.62;0.63;99.12;141.31;100.26
2014-04-01;99.19;99.74;99.7;100.31;101.61;99.34;99.53;328.16;0.61;0.62;98.51;141.28;100.28
2014-05-01;99.63;100.08;100.08;100.45;100.91;99.33;99.86;330.1;0.61;0.61;98.04;141.24;100.24
2014-06-01;99.74;99.79;99.88;100.87;100.94;99.62;99.82;330.85;0.59;0.6;97.93;141.23;100.17
2014-07-01;100.0;100.0;100.01;100.01;100.01;99.99;99.99;332.72;0.61;0.61;97.81;141.27;100.03
2014-08-01;100.22;99.98;100.02;99.92;99.88;100.0;100.03;336.31;0.71;0.77;97.69;141.52;99.79
2014-09-01;100.22;99.1;100.0;99.28;99.38;98.06;100.13;339.85;0.72;0.75;96.98;141.4;99.52
2014-10-01;100.51;99.01;99.73;99.69;98.65;98.0;99.92;340.98;0.73;0.82;96.23;141.4;99.36
2014-11-01;100.2;98.42;99.48;99.27;97.11;96.56;99.63;343.37;0.76;0.84;96.1;141.35;99.02
2014-12-01;99.96;98.37;99.3;98.38;94.99;95.07;99.41;347.31;0.75;0.82;96.08;141.31;98.78
2015-01-01;99.68;98.53;99.01;96.95;93.1;94.87;99.07;349.41;0.77;0.85;95.5;141.09;98.0
2015-02-01;99.36;98.52;98.68;96.68;91.4;94.21;98.77;352.91;0.81;0.88;94.77;140.84;97.72
2015-03-01;98.88;97.95;98.43;95.53;89.42;92.82;98.52;355.77;0.78;0.86;94.38;140.7;97.53
2015-04-01;98.4;97.23;98.29;94.8;87.78;90.54;98.36;358.78;0.79;0.87;93.5;140.42;97.29
2015-05-01;97.93;96.57;98.17;94.12;86.55;87.7;98.1;360.74;0.79;0.87;92.59;140.18;97.26
2015-06-01;97.46;95.9;97.81;92.88;85.1;84.72;97.62;365.73;0.85;0.94;91.57;139.84;97.03
2015-07-01;96.82;95.26;97.47;91.55;83.38;81.8;97.2;370.42;0.84;0.94;90.77;139.53;96.87
2015-08-01;95.92;93.91;96.98;90.96;80.82;79.4;96.71;378.3;0.85;0.94;89.69;138.89;96.45
2015-09-01;95.44;94.04;96.53;90.22;79.64;78.95;96.18;384.4;0.81;0.9;89.01;138.46;96.38
2015-10-01;95.04;93.58;96.41;89.02;78.53;78.42;96.07;391.25;0.72;0.78;88.13;137.91;96.08
2015-11-01;94.37;93.58;95.78;87.85;77.87;77.14;95.55;396.17;0.7;0.76;87.42;137.37;95.71
2015-12-01;93.48;92.6;95.13;86.37;76.49;75.87;95.05;399.57;0.72;0.76;86.93;136.93;95.35
2016-01-01;93.17;91.53;95.25;85.65;75.84;74.32;94.46;405.46;0.7;0.75;86.7;136.59;95.12
2016-02-01;92.4;90.73;94.72;83.82;75.41;71.93;93.9;411.79;0.7;0.77;86.49;136.31;94.62
2016-03-01;91.79;89.98;94.25;82.62;74.82;70.24;93.45;419.59;0.79;0.81;86.02;135.87;94.37
2016-04-01;91.25;89.24;93.98;81.6;73.71;69.1;93.17;426.98;0.73;0.77;86.09;135.52;93.65
2016-05-01;90.39;87.71;93.3;80.28;72.47;68.48;92.6;435.04;0.7;0.74;86.44;135.08;92.62
2016-06-01;89.84;86.56;93.07;78.92;71.25;67.82;92.44;440.28;0.6;0.61;86.7;134.69;91.86
2016-07-01;89.06;85.44;92.91;76.82;69.85;66.77;92.28;444.41;0.51;0.51;86.77;134.09;90.93
2016-08-01;88.73;84.45;92.65;76.43;69.58;66.32;92.19;443.75;0.39;0.35;87.08;133.63;90.41
2016-09-01;88.28;82.57;92.56;76.24;68.77;66.06;92.27;443.25;0.39;0.33;87.68;133.38;89.52
2016-10-01;87.73;81.18;92.03;76.78;68.74;65.79;91.67;442.46;0.4;0.34;88.22;133.07;88.69
2016-11-01;87.68;79.53;91.81;77.63;68.44;65.61;91.37;443.68;0.38;0.31;88.57;132.85;88.02
2016-12-01;87.74;78.43;91.82;78.11;68.83;66.41;91.32;444.22;0.35;0.28;88.56;132.49;87.18
2017-01-01;87.48;77.7;91.19;77.86;69.31;66.97;91.47;442.64;0.31;0.22;88.62;132.11;86.42
2017-02-01;87.61;76.34;91.35;78.67;69.58;67.17;91.63;440.75;0.27;0.16;88.25;131.57;85.62
2017-03-01;87.6;74.93;91.22;79.22;70.08;68.1;91.45;437.0;0.19;0.1;88.29;131.19;84.71
2017-04-01;87.73;73.46;91.01;79.91;70.75;68.58;91.22;433.56;0.21;0.07;89.18;131.07;84.3
2017-05-01;87.66;72.5;90.89;79.87;70.95;68.82;91.23;430.61;0.21;0.04;89.82;131.01;84.02
2017-06-01;87.65;70.92;90.66;80.38;71.68;69.88;91.05;427.16;0.22;0.07;90.32;130.94;83.72
2017-07-01;87.37;69.2;90.3;80.03;72.15;70.57;90.72;425.07;0.25;0.1;90.89;131.0;83.67
2017-08-01;87.42;67.96;90.17;80.44;72.77;71.47;90.39;425.38;0.25;0.08;91.21;130.96;83.41
2017-09-01;87.32;66.84;89.83;80.5;73.18;71.86;89.84;426.53;0.25;0.09;91.44;130.85;83.21
2017-10-01;87.88;65.81;90.57;80.45;73.77;71.83;90.5;427.35;0.23;0.08;91.49;130.78;83.12
2017-11-01;87.87;64.9;90.77;79.89;74.58;72.52;90.55;426.65;0.23;0.09;92.17;130.82;83.12
2017-12-01;87.96;64.08;90.92;79.49;74.81;72.39;90.62;426.94;0.23;0.08;92.38;130.72;83.07
2018-01-01;87.97;62.36;90.97;79.55;75.07;72.43;90.52;429.04;0.34;0.24;92.69;130.7;83.29
2018-02-01;87.77;61.17;90.89;79.01;74.93;72.78;90.29;428.73;0.39;0.32;93.42;130.78;83.01
2018-03-01;87.86;60.17;90.93;79.2;75.08;74.03;90.21;429.28;0.36;0.31;93.74;130.74;82.88
2018-04-01;87.63;59.29;90.93;79.01;75.08;74.22;90.09;429.96;0.38;0.36;93.55;130.57;82.52
2018-05-01;87.62;58.65;90.88;79.23;75.27;75.83;89.84;431.85;0.39;0.39;93.2;130.4;82.15
2018-06-01;87.97;58.67;91.12;79.36;75.73;76.32;90.12;436.26;0.36;0.36;92.8;130.25;81.56
