Data;14020;14047;14074;15879;15911;15943
2011-01-01;65620;138869;204489;5.44;1.02;2.17
2011-02-01;66399;142306;208705;4.68;0.98;1.93
2011-03-01;66289;142002;208291;4.84;0.97;1.98
2011-04-01;67172;142366;209539;5.01;1.01;2.05
2011-05-01;68329;143454;211783;5.08;1.06;2.12
2011-06-01;69769;145193;214962;5.02;1.02;2.09
2011-07-01;71000;148009;219009;5.13;1.04;2.13
2011-08-01;71740;153414;225154;5.17;1.01;2.11
2011-09-01;73467;158015;231482;5.18;1.03;2.11
2011-10-01;75017;157737;232753;5.33;1.05;2.19
2011-11-01;76226;163876;240102;6.19;0.98;2.35
2011-12-01;77665;168786;246451;6.19;0.97;2.32
2012-01-01;80690;155056;235746;5.56;1.08;2.47
2012-02-01;81205;155176;236381;6.09;1.06;2.66
2012-03-01;81925;158424;240349;5.9;0.99;2.55
2012-04-01;82917;160129;243046;5.98;1.06;2.74
2012-05-01;84234;164102;248336;6.17;1.06;2.79
2012-06-01;85156;167021;252177;6.13;1.07;2.78
2012-07-01;86071;172215;258286;6.2;1.11;2.81
2012-08-01;87402;174875;262277;6.17;1.12;2.81
2012-09-01;87565;177726;265292;6.02;1.09;2.72
2012-10-01;89047;182660;271707;5.96;1.06;2.67
2012-11-01;89904;186286;276190;5.87;1.04;2.61
2012-12-01;91814;192446;284260;5.8;1.03;2.57
2013-01-01;92438;191730;284168;5.71;1.01;2.54
2013-02-01;92458;192882;285340;5.69;1.01;2.52
2013-03-01;93441;195254;288695;5.72;1.07;2.58
2013-04-01;94761;200849;295610;5.66;1.03;2.51
2013-05-01;96204;202564;298768;5.62;0.99;2.48
2013-06-01;96892;209281;306173;5.4;0.91;2.33
2013-07-01;98082;210464;308546;5.32;0.95;2.34
2013-08-01;99428;213883;313312;5.18;0.88;2.25
2013-09-01;100069;208191;308259;5.16;0.95;2.32
2013-10-01;100909;207660;308569;5.06;0.91;2.27
2013-11-01;101960;212645;314605;4.96;0.96;2.26
2013-12-01;103856;223342;327198;4.86;0.84;2.11
2014-01-01;104611;226460;331072;4.84;0.84;2.1
2014-02-01;105022;226921;331943;4.82;1.12;2.29
2014-03-01;105452;239505;344957;4.84;1.1;2.25
2014-04-01;106718;241935;348653;4.95;1.06;2.25
2014-05-01;107911;241989;349900;5.1;1.13;2.35
2014-06-01;108722;244904;353626;5.06;1.13;2.34
2014-07-01;109137;246013;355150;5.05;1.14;2.34
2014-08-01;110182;250779;360961;5.09;1.12;2.33
2014-09-01;110769;258030;368800;4.82;1.07;2.2
2014-10-01;112523;262455;374978;4.77;1.07;2.18
2014-11-01;113652;267518;381170;4.67;1.05;2.13
2014-12-01;115854;273500;389355;4.46;1.03;2.05
2015-01-01;116264;278134;394398;4.57;1.01;2.06
2015-02-01;115991;282782;398773;4.61;1.16;2.17
2015-03-01;116648;289191;405839;4.46;1.42;2.29
2015-04-01;117084;289795;406879;4.53;1.53;2.39
2015-05-01;117602;293802;411404;4.66;1.57;2.45
2015-06-01;118083;296409;414492;4.53;1.49;2.35
2015-07-01;118199;304269;422468;4.67;1.42;2.33
2015-08-01;118576;312315;430891;4.79;1.59;2.47
2015-09-01;118527;323417;441944;4.92;1.11;2.13
2015-10-01;118827;321190;440017;5.08;0.93;2.05
2015-11-01;119706;323327;443033;5.25;1.04;2.18
2015-12-01;120406;330247;450652;5.29;0.92;2.09
2016-01-01;119692;330665;450357;5.32;0.98;2.14
